,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
726931,usp0006bv3,1994-05-01 00:48:29.190,"30 km ESE of Port-Vila, Vanuatu",-17.879,168.561,148.3,4.2,271,nan,VUT,1994-05-01,00:48:29.190000,light
584811,usp0006bv4,1994-05-01 00:59:38.340,"291 km NNE of Kuril’sk, Russia",47.489,149.793,271.7,5.4,449,nan,RUS,1994-05-01,00:59:38.340000,moderate
725633,usp0006bv6,1994-05-01 04:03:24.610,"23 km NNE of Saint Croix, U.S. Virgin Islands",17.933,-64.697,162.1,4.3,284,nan,VGB,1994-05-01,04:03:24.610000,light
725863,usp0006bv6,1994-05-01 04:03:24.610,"23 km NNE of Saint Croix, U.S. Virgin Islands",17.933,-64.697,162.1,4.3,284,nan,VIR,1994-05-01,04:03:24.610000,light
78728,usp0006bv7,1994-05-01 04:04:46.840,"2 km SSE of Volders, Austria",47.264,11.582,10.0,3.2,158,nan,AUT,1994-05-01,04:04:46.840000,minor
255614,usp0006bv8,1994-05-01 04:47:57.800,"9 km NNE of Polichnítos, Greece",39.15,26.242,10.0,3.3,168,nan,GRC,1994-05-01,04:47:57.800000,minor
667968,usp0006bv8,1994-05-01 04:47:57.800,"9 km NNE of Polichnítos, Greece",39.15,26.242,10.0,3.3,168,nan,TUR,1994-05-01,04:47:57.800000,minor
233957,usp0006bv9,1994-05-01 05:33:36.410,"14 km N of Al Hoceïma, Morocco",35.384,-3.956,33.0,3.5,188,nan,DZA,1994-05-01,05:33:36.410000,minor
240843,usp0006bv9,1994-05-01 05:33:36.410,"14 km N of Al Hoceïma, Morocco",35.384,-3.956,33.0,3.5,188,nan,ESP,1994-05-01,05:33:36.410000,minor
430479,usp0006bv9,1994-05-01 05:33:36.410,"14 km N of Al Hoceïma, Morocco",35.384,-3.956,33.0,3.5,188,nan,MAR,1994-05-01,05:33:36.410000,minor
233958,usp0006bvb,1994-05-01 06:31:20.170,"15 km NW of Al Hoceïma, Morocco",35.347,-4.056,10.0,4.2,271,nan,DZA,1994-05-01,06:31:20.170000,light
240844,usp0006bvb,1994-05-01 06:31:20.170,"15 km NW of Al Hoceïma, Morocco",35.347,-4.056,10.0,4.2,271,nan,ESP,1994-05-01,06:31:20.170000,light
430480,usp0006bvb,1994-05-01 06:31:20.170,"15 km NW of Al Hoceïma, Morocco",35.347,-4.056,10.0,4.2,271,nan,MAR,1994-05-01,06:31:20.170000,light
233959,usp0006bvc,1994-05-01 06:47:21.280,"3 km NW of Tirhanimîne, Morocco",35.264,-3.98,10.0,3.3,168,nan,DZA,1994-05-01,06:47:21.280000,minor
240845,usp0006bvc,1994-05-01 06:47:21.280,"3 km NW of Tirhanimîne, Morocco",35.264,-3.98,10.0,3.3,168,nan,ESP,1994-05-01,06:47:21.280000,minor
430481,usp0006bvc,1994-05-01 06:47:21.280,"3 km NW of Tirhanimîne, Morocco",35.264,-3.98,10.0,3.3,168,nan,MAR,1994-05-01,06:47:21.280000,minor
14858,usp0006bvh,1994-05-01 08:10:55.400,"88 km WNW of Mendoza, Argentina",-32.551,-69.686,121.4,4.6,326,nan,ARG,1994-05-01,08:10:55.400000,light
89709,usp0006bvh,1994-05-01 08:10:55.400,"88 km WNW of Mendoza, Argentina",-32.551,-69.686,121.4,4.6,326,nan,BRA,1994-05-01,08:10:55.400000,light
138130,usp0006bvh,1994-05-01 08:10:55.400,"88 km WNW of Mendoza, Argentina",-32.551,-69.686,121.4,4.6,326,nan,CHL,1994-05-01,08:10:55.400000,light
473777,usp0006bvh,1994-05-01 08:10:55.400,"88 km WNW of Mendoza, Argentina",-32.551,-69.686,121.4,4.6,326,nan,NZL,1994-05-01,08:10:55.400000,light
559297,usp0006bvm,1994-05-01 08:36:50.660,"167 km SW of Lorengau, Papua New Guinea",-3.111,146.219,33.0,4.7,340,nan,PNG,1994-05-01,08:36:50.660000,light
233960,usp0006bvn,1994-05-01 08:41:27.370,"11 km NNW of Al Hoceïma, Morocco",35.343,-3.998,10.0,3.5,188,nan,DZA,1994-05-01,08:41:27.370000,minor
240846,usp0006bvn,1994-05-01 08:41:27.370,"11 km NNW of Al Hoceïma, Morocco",35.343,-3.998,10.0,3.5,188,nan,ESP,1994-05-01,08:41:27.370000,minor
430482,usp0006bvn,1994-05-01 08:41:27.370,"11 km NNW of Al Hoceïma, Morocco",35.343,-3.998,10.0,3.5,188,nan,MAR,1994-05-01,08:41:27.370000,minor
383871,usp0006bvq,1994-05-01 09:19:05.190,"125 km SE of Shingū, Japan",32.936,136.925,428.4,4.3,284,nan,JPN,1994-05-01,09:19:05.190000,light
584812,usp0006bvs,1994-05-01 10:26:09.630,"near the east coast of the Kamchatka Peninsula, Russia",53.511,160.295,33.0,4.6,326,nan,RUS,1994-05-01,10:26:09.630000,light
886,usp0006bvu,1994-05-01 12:00:35.760,Central Afghanistan,36.901,67.163,18.5,6.1,572,nan,AFG,1994-05-01,12:00:35.760000,strong
523017,usp0006bvu,1994-05-01 12:00:35.760,Central Afghanistan,36.901,67.163,18.5,6.1,572,nan,PAK,1994-05-01,12:00:35.760000,strong
559298,usp0006bvv,1994-05-01 13:17:10.100,"132 km ESE of Kimbe, Papua New Guinea",-6.174,151.163,56.8,4.7,340,nan,PNG,1994-05-01,13:17:10.100000,light
56213,usp0006bvx,1994-05-01 13:59:10.000,"31 km ENE of Luganville, Vanuatu",-15.406,167.427,127.7,5.1,400,nan,AUS,1994-05-01,13:59:10,moderate
726932,usp0006bvx,1994-05-01 13:59:10.000,"31 km ENE of Luganville, Vanuatu",-15.406,167.427,127.7,5.1,400,nan,VUT,1994-05-01,13:59:10,moderate
240847,usp0006bvz,1994-05-01 14:38:39.690,"5 km NE of Frailes, Spain",37.526,-3.8,33.0,3.0,138,nan,ESP,1994-05-01,14:38:39.690000,minor
233961,usp0006bw3,1994-05-01 15:20:59.510,"7 km SSW of Puerto Serrano, Spain",36.859,-5.563,10.0,3.2,158,nan,DZA,1994-05-01,15:20:59.510000,minor
240848,usp0006bw3,1994-05-01 15:20:59.510,"7 km SSW of Puerto Serrano, Spain",36.859,-5.563,10.0,3.2,158,nan,ESP,1994-05-01,15:20:59.510000,minor
56214,usp0006bw7,1994-05-01 17:29:23.720,"179 km S of Kencong, Indonesia",-9.9,113.234,108.1,4.8,354,nan,AUS,1994-05-01,17:29:23.720000,light
294484,usp0006bw7,1994-05-01 17:29:23.720,"179 km S of Kencong, Indonesia",-9.9,113.234,108.1,4.8,354,nan,IDN,1994-05-01,17:29:23.720000,light
664866,usp0006bw8,1994-05-01 18:33:03.030,"43 km NW of Petit Valley, Trinidad and Tobago",10.977,-61.831,33.0,3.4,178,nan,TTO,1994-05-01,18:33:03.030000,minor
721388,usp0006bw8,1994-05-01 18:33:03.030,"43 km NW of Petit Valley, Trinidad and Tobago",10.977,-61.831,33.0,3.4,178,nan,VEN,1994-05-01,18:33:03.030000,minor
383872,usp0006bwb,1994-05-01 20:22:25.540,Kuril Islands,43.465,146.053,58.1,4.8,354,nan,JPN,1994-05-01,20:22:25.540000,light
584813,usp0006bwb,1994-05-01 20:22:25.540,Kuril Islands,43.465,146.053,58.1,4.8,354,nan,RUS,1994-05-01,20:22:25.540000,light
284256,usp0006bwc,1994-05-01 20:23:13.740,"2 km NNW of Nahualá, Guatemala",14.867,-91.324,157.6,5.2,416,nan,GTM,1994-05-01,20:23:13.740000,moderate
434003,usp0006bwc,1994-05-01 20:23:13.740,"2 km NNW of Nahualá, Guatemala",14.867,-91.324,157.6,5.2,416,nan,MEX,1994-05-01,20:23:13.740000,moderate
637511,usp0006bwf,1994-05-01 21:17:20.740,"14 km SE of Karakenja, Tajikistan",39.126,71.621,33.0,5.2,416,nan,TJK,1994-05-01,21:17:20.740000,moderate
717993,usp0006bwf,1994-05-01 21:17:20.740,"14 km SE of Karakenja, Tajikistan",39.126,71.621,33.0,5.2,416,nan,UZB,1994-05-01,21:17:20.740000,moderate
226140,usp0006bwg,1994-05-01 21:26:09.600,"47 km SW of La Cruz, Costa Rica",10.816,-85.978,67.7,5.8,518,nan,CRI,1994-05-01,21:26:09.600000,moderate
466437,usp0006bwg,1994-05-01 21:26:09.600,"47 km SW of La Cruz, Costa Rica",10.816,-85.978,67.7,5.8,518,nan,NIC,1994-05-01,21:26:09.600000,moderate
255615,usp0006bwk,1994-05-02 02:51:16.900,"11 km SSW of Lidoríki, Greece",38.424,22.15,5.0,3.2,158,nan,GRC,1994-05-02,02:51:16.900000,minor
618891,usp0006bwp,1994-05-02 05:01:49.590,South Sandwich Islands region,-56.914,-26.251,33.0,4.7,340,nan,SGS,1994-05-02,05:01:49.590000,light
14859,usp0006bwq,1994-05-02 05:07:26.510,"9 km SSW of Rengo, Chile",-34.487,-70.892,80.0,3.5,188,nan,ARG,1994-05-02,05:07:26.510000,minor
138131,usp0006bwq,1994-05-02 05:07:26.510,"9 km SSW of Rengo, Chile",-34.487,-70.892,80.0,3.5,188,nan,CHL,1994-05-02,05:07:26.510000,minor
473778,usp0006bwq,1994-05-02 05:07:26.510,"9 km SSW of Rengo, Chile",-34.487,-70.892,80.0,3.5,188,nan,NZL,1994-05-02,05:07:26.510000,minor
255616,usp0006bwt,1994-05-02 07:27:52.480,"31 km SW of Lefkáda, Greece",38.614,20.478,10.0,3.5,188,nan,GRC,1994-05-02,07:27:52.480000,minor
14860,usp0006bwz,1994-05-02 10:50:00.550,"66 km NNW of Valparaíso, Chile",-32.506,-71.97,10.0,3.7,211,nan,ARG,1994-05-02,10:50:00.550000,minor
89710,usp0006bwz,1994-05-02 10:50:00.550,"66 km NNW of Valparaíso, Chile",-32.506,-71.97,10.0,3.7,211,nan,BRA,1994-05-02,10:50:00.550000,minor
138132,usp0006bwz,1994-05-02 10:50:00.550,"66 km NNW of Valparaíso, Chile",-32.506,-71.97,10.0,3.7,211,nan,CHL,1994-05-02,10:50:00.550000,minor
473779,usp0006bwz,1994-05-02 10:50:00.550,"66 km NNW of Valparaíso, Chile",-32.506,-71.97,10.0,3.7,211,nan,NZL,1994-05-02,10:50:00.550000,minor
255617,usp0006bx0,1994-05-02 11:33:13.570,"46 km SE of Karpathos, Greece",35.189,27.546,33.0,3.9,234,nan,GRC,1994-05-02,11:33:13.570000,minor
80487,usp0006bx3,1994-05-02 12:28:20.360,"13 km NE of Plužine, Montenegro",43.248,18.944,10.0,3.0,138,nan,BIH,1994-05-02,12:28:20.360000,minor
288021,usp0006bx3,1994-05-02 12:28:20.360,"13 km NE of Plužine, Montenegro",43.248,18.944,10.0,3.0,138,nan,HRV,1994-05-02,12:28:20.360000,minor
459828,usp0006bx3,1994-05-02 12:28:20.360,"13 km NE of Plužine, Montenegro",43.248,18.944,10.0,3.0,138,nan,MNE,1994-05-02,12:28:20.360000,minor
635677,usp0006bx3,1994-05-02 12:28:20.360,"13 km NE of Plužine, Montenegro",43.248,18.944,10.0,3.0,138,nan,SRB,1994-05-02,12:28:20.360000,minor
255618,usp0006bx6,1994-05-02 13:37:17.230,"85 km WSW of Kýthira, Greece",35.928,22.077,10.0,3.6,199,nan,GRC,1994-05-02,13:37:17.230000,minor
294485,usp0006bxd,1994-05-02 14:51:25.310,"106 km S of Nabire, Indonesia",-4.307,135.329,33.0,5.3,432,nan,IDN,1994-05-02,14:51:25.310000,moderate
14861,usp0006bxf,1994-05-02 15:33:53.320,"65 km NNE of San Felipe, Chile",-32.224,-70.403,110.0,4.3,284,nan,ARG,1994-05-02,15:33:53.320000,light
89711,usp0006bxf,1994-05-02 15:33:53.320,"65 km NNE of San Felipe, Chile",-32.224,-70.403,110.0,4.3,284,nan,BRA,1994-05-02,15:33:53.320000,light
138133,usp0006bxf,1994-05-02 15:33:53.320,"65 km NNE of San Felipe, Chile",-32.224,-70.403,110.0,4.3,284,nan,CHL,1994-05-02,15:33:53.320000,light
473780,usp0006bxf,1994-05-02 15:33:53.320,"65 km NNE of San Felipe, Chile",-32.224,-70.403,110.0,4.3,284,nan,NZL,1994-05-02,15:33:53.320000,light
294486,usp0006bxg,1994-05-02 17:14:00.880,"298 km W of Pariaman, Indonesia",-1.116,97.487,15.1,6.1,572,nan,IDN,1994-05-02,17:14:00.880000,strong
667969,usp0006bxh,1994-05-02 18:14:05.320,"16 km N of Ka??zman, Turkey",40.306,43.13,59.4,4.5,312,nan,TUR,1994-05-02,18:14:05.320000,light
239312,usp0006bxj,1994-05-02 18:15:40.790,"47 km N of El Gouna, Egypt",27.813,33.771,10.0,3.8,222,nan,EGY,1994-05-02,18:15:40.790000,minor
284257,usp0006bxk,1994-05-02 18:41:46.170,"7 km E of Cuilapa, Guatemala",14.288,-90.229,10.0,4.7,340,nan,GTM,1994-05-02,18:41:46.170000,light
89712,usp0006bxp,1994-05-02 20:11:57.800,"86 km SE of Arica, Chile",-19.013,-69.7,56.0,5.1,400,nan,BRA,1994-05-02,20:11:57.800000,moderate
138134,usp0006bxp,1994-05-02 20:11:57.800,"86 km SE of Arica, Chile",-19.013,-69.7,56.0,5.1,400,nan,CHL,1994-05-02,20:11:57.800000,moderate
532622,usp0006bxp,1994-05-02 20:11:57.800,"86 km SE of Arica, Chile",-19.013,-69.7,56.0,5.1,400,nan,PER,1994-05-02,20:11:57.800000,moderate
255619,usp0006bxu,1994-05-02 21:35:58.280,"11 km SSW of Adalar, Turkey",40.767,29.086,10.0,3.0,138,nan,GRC,1994-05-02,21:35:58.280000,minor
667970,usp0006bxu,1994-05-02 21:35:58.280,"11 km SSW of Adalar, Turkey",40.767,29.086,10.0,3.0,138,nan,TUR,1994-05-02,21:35:58.280000,minor
255620,usp0006bxv,1994-05-02 21:43:02.510,"8 km NNW of Küçükkumla, Turkey",40.538,29.051,10.0,3.1,148,nan,GRC,1994-05-02,21:43:02.510000,minor
667971,usp0006bxv,1994-05-02 21:43:02.510,"8 km NNW of Küçükkumla, Turkey",40.538,29.051,10.0,3.1,148,nan,TUR,1994-05-02,21:43:02.510000,minor
255621,usp0006by1,1994-05-02 22:00:40.230,"11 km S of Adalar, Turkey",40.766,29.119,10.0,3.3,168,nan,GRC,1994-05-02,22:00:40.230000,minor
667972,usp0006by1,1994-05-02 22:00:40.230,"11 km S of Adalar, Turkey",40.766,29.119,10.0,3.3,168,nan,TUR,1994-05-02,22:00:40.230000,minor
255622,usp0006by2,1994-05-02 22:06:08.210,"10 km SSW of Adalar, Turkey",40.775,29.099,10.0,3.1,148,nan,GRC,1994-05-02,22:06:08.210000,minor
667973,usp0006by2,1994-05-02 22:06:08.210,"10 km SSW of Adalar, Turkey",40.775,29.099,10.0,3.1,148,nan,TUR,1994-05-02,22:06:08.210000,minor
255623,usp0006by5,1994-05-02 22:08:33.280,Greece-Albania border region,39.509,19.83,10.0,3.1,148,nan,GRC,1994-05-02,22:08:33.280000,minor
255624,usp0006by6,1994-05-02 22:08:58.700,Western Turkey,40.808,29.033,10.0,3.1,148,nan,GRC,1994-05-02,22:08:58.700000,minor
667974,usp0006by6,1994-05-02 22:08:58.700,Western Turkey,40.808,29.033,10.0,3.1,148,nan,TUR,1994-05-02,22:08:58.700000,minor
294487,usp0006by9,1994-05-02 22:20:37.020,"285 km W of Pariaman, Indonesia",-1.074,97.593,33.0,4.9,369,nan,IDN,1994-05-02,22:20:37.020000,light
255625,usp0006byb,1994-05-02 23:00:24.250,"11 km S of Adalan, Turkey",40.773,29.078,10.0,3.6,199,nan,GRC,1994-05-02,23:00:24.250000,minor
