,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
415471,us20005du0,2016-04-01 02:39:08.050,"54 km SE of Shing?, Japan",33.3807,136.3901,14.0,5.9,554,green,JPN,2016-04-01,02:39:08.050000,moderate
42059,us20005du1,2016-04-01 02:40:18.000,"47 km W of Ovalle, Chile",-30.64,-71.688,42.3,4.2,271,nan,ARG,2016-04-01,02:40:18,light
116488,us20005du1,2016-04-01 02:40:18.000,"47 km W of Ovalle, Chile",-30.64,-71.688,42.3,4.2,271,nan,BRA,2016-04-01,02:40:18,light
170401,us20005du1,2016-04-01 02:40:18.000,"47 km W of Ovalle, Chile",-30.64,-71.688,42.3,4.2,271,nan,CHL,2016-04-01,02:40:18,light
512464,us20005du1,2016-04-01 02:40:18.000,"47 km W of Ovalle, Chile",-30.64,-71.688,42.3,4.2,271,nan,NZL,2016-04-01,02:40:18,light
116489,us20005du6,2016-04-01 03:13:19.280,"25 km ESE of Iquique, Chile",-20.3298,-69.9424,54.41,4.6,326,nan,BRA,2016-04-01,03:13:19.280000,light
170402,us20005du6,2016-04-01 03:13:19.280,"25 km ESE of Iquique, Chile",-20.3298,-69.9424,54.41,4.6,326,nan,CHL,2016-04-01,03:13:19.280000,light
285842,us20005dur,2016-04-01 05:48:11.840,"17 km SSW of San Lorenzo, Guatemala",14.3425,-91.5704,74.96,4.5,313,nan,GTM,2016-04-01,05:48:11.840000,light
334663,us20005dux,2016-04-01 06:11:32.450,"268 km E of Amahai, Indonesia",-3.5238,131.326,34.49,4.6,326,nan,IDN,2016-04-01,06:11:32.450000,light
334664,us20005dv3,2016-04-01 07:23:44.630,"244 km N of Tobelo, Indonesia",3.926,128.2415,10.0,4.9,369,nan,IDN,2016-04-01,07:23:44.630000,light
7524,us20005dv9,2016-04-01 08:12:42.120,"42 km SSW of Jurm, Afghanistan",36.5036,70.683,190.78,4.3,284,nan,AFG,2016-04-01,08:12:42.120000,light
529046,us20005dv9,2016-04-01 08:12:42.120,"42 km SSW of Jurm, Afghanistan",36.5036,70.683,190.78,4.3,284,nan,PAK,2016-04-01,08:12:42.120000,light
209446,us20005g2c,2016-04-01 09:14:42.140,"182 km S of Yonakuni, Japan",22.8234,123.1242,19.71,4.1,259,nan,CHN,2016-04-01,09:14:42.140000,light
415472,us20005g2c,2016-04-01 09:14:42.140,"182 km S of Yonakuni, Japan",22.8234,123.1242,19.71,4.1,259,nan,JPN,2016-04-01,09:14:42.140000,light
334665,us20005g2n,2016-04-01 12:16:12.290,"168 km ENE of Lospalos, Timor Leste",-7.7408,128.3092,134.0,4.0,246,nan,IDN,2016-04-01,12:16:12.290000,light
709719,nn00538606,2016-04-01 12:46:43.374,"22 km ESE of Hawthorne, Nevada",38.4705,-118.3779,4.3,3.2,158,nan,USA,2016-04-01,12:46:43.374000,minor
72174,us20005g33,2016-04-01 12:47:43.090,"201 km SE of Lata, Solomon Islands",-11.9072,167.2034,264.18,4.2,271,nan,AUS,2016-04-01,12:47:43.090000,light
631368,us20005g33,2016-04-01 12:47:43.090,"201 km SE of Lata, Solomon Islands",-11.9072,167.2034,264.18,4.2,271,nan,SLB,2016-04-01,12:47:43.090000,light
415473,us20005dww,2016-04-01 13:22:58.280,"12 km SSW of Hakodate, Japan",41.6801,140.6599,128.6,4.2,271,nan,JPN,2016-04-01,13:22:58.280000,light
608017,us20005dww,2016-04-01 13:22:58.280,"12 km SSW of Hakodate, Japan",41.6801,140.6599,128.6,4.2,271,nan,RUS,2016-04-01,13:22:58.280000,light
656970,us20005g2f,2016-04-01 13:52:09.920,south of the Fiji Islands,-22.9118,-179.1942,427.59,4.2,271,nan,TON,2016-04-01,13:52:09.920000,light
224277,us20005g2g,2016-04-01 14:02:44.530,"8 km SSW of Piedecuesta, Colombia",6.9231,-73.0895,155.6,4.3,284,nan,COL,2016-04-01,14:02:44.530000,light
724885,us20005g2g,2016-04-01 14:02:44.530,"8 km SSW of Piedecuesta, Colombia",6.9231,-73.0895,155.6,4.3,284,nan,VEN,2016-04-01,14:02:44.530000,light
280284,us20005dx2,2016-04-01 14:30:48.300,"49 km SSW of Emporeío, Greece",35.97,25.18,84.0,4.6,326,nan,GRC,2016-04-01,14:30:48.300000,light
116490,us20005dyn,2016-04-01 15:28:51.970,"21 km SSW of El Pedregal, Peru",-16.5329,-72.2915,52.88,4.3,285,nan,BRA,2016-04-01,15:28:51.970000,light
539138,us20005dyn,2016-04-01 15:28:51.970,"21 km SSW of El Pedregal, Peru",-16.5329,-72.2915,52.88,4.3,285,nan,PER,2016-04-01,15:28:51.970000,light
72175,us20005g2l,2016-04-01 16:54:19.620,"106 km SSE of Lata, Solomon Islands",-11.5594,166.2749,63.67,4.3,284,nan,AUS,2016-04-01,16:54:19.620000,light
631369,us20005g2l,2016-04-01 16:54:19.620,"106 km SSE of Lata, Solomon Islands",-11.5594,166.2749,63.67,4.3,284,nan,SLB,2016-04-01,16:54:19.620000,light
334666,us20005dzg,2016-04-01 18:25:05.300,"92 km ENE of Amahai, Indonesia",-3.0617,129.7013,39.05,4.3,284,nan,IDN,2016-04-01,18:25:05.300000,light
467909,us20005dzq,2016-04-01 18:44:40.270,"43 km WSW of Masachapa, Nicaragua",11.5916,-86.8634,39.78,4.8,354,nan,NIC,2016-04-01,18:44:40.270000,light
334667,us20005g2r,2016-04-01 18:56:05.330,"76 km SSW of Banjar, Indonesia",-7.8515,107.2049,70.8,4.0,246,nan,IDN,2016-04-01,18:56:05.330000,light
334668,us20005g2s,2016-04-01 19:09:35.350,"44 km W of Padangsidempuan, Indonesia",1.3374,98.8721,104.16,4.1,259,nan,IDN,2016-04-01,19:09:35.350000,light
570374,us20005e01,2016-04-01 19:24:55.370,"119 km NE of Angoram, Papua New Guinea",-3.3585,144.887,6.0,6.2,592,green,PNG,2016-04-01,19:24:55.370000,strong
620883,us20005g2z,2016-04-01 19:38:02.510,South Sandwich Islands region,-56.2976,-26.5549,40.27,5.0,385,nan,SGS,2016-04-01,19:38:02.510000,moderate
512465,us20005g2t,2016-04-01 19:38:14.790,Kermadec Islands region,-31.8967,-178.5308,10.0,4.5,312,nan,NZL,2016-04-01,19:38:14.790000,light
334669,us20005e0x,2016-04-01 20:42:09.550,"256 km N of Tobelo, Indonesia",4.0341,128.2741,17.17,4.6,326,nan,IDN,2016-04-01,20:42:09.550000,light
553051,us20005g2x,2016-04-01 21:40:13.850,"16 km NE of Pondaguitan, Philippines",6.468,126.2835,80.04,4.2,271,nan,PHL,2016-04-01,21:40:13.850000,light
42060,us20005e20,2016-04-02 00:16:58.920,"96 km NW of San José de Jáchal, Argentina",-29.649,-69.4754,120.87,4.2,271,nan,ARG,2016-04-02,00:16:58.920000,light
116491,us20005e20,2016-04-02 00:16:58.920,"96 km NW of San José de Jáchal, Argentina",-29.649,-69.4754,120.87,4.2,271,nan,BRA,2016-04-02,00:16:58.920000,light
170403,us20005e20,2016-04-02 00:16:58.920,"96 km NW of San José de Jáchal, Argentina",-29.649,-69.4754,120.87,4.2,271,nan,CHL,2016-04-02,00:16:58.920000,light
