,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
230842,usp000crd7,2004-04-01 00:02:54.770,"10 km NE of Monte Plata, Dominican Republic",18.862,-69.708,79.0,4.5,312,nan,DOM,2004-04-01,00:02:54.770000,light
228572,usp000crd8,2004-04-01 00:10:19.960,"5 km NNE of Pissoúri, Cyprus",34.714,32.726,25.0,3.1,148,nan,CYP,2004-04-01,00:10:19.960000,minor
61741,usp000crd9,2004-04-01 00:10:51.550,"216 km S of Pundong, Indonesia",-9.897,110.558,25.0,4.6,326,nan,AUS,2004-04-01,00:10:51.550000,light
308363,usp000crd9,2004-04-01 00:10:51.550,"216 km S of Pundong, Indonesia",-9.897,110.558,25.0,4.6,326,nan,IDN,2004-04-01,00:10:51.550000,light
235543,usp000crdb,2004-04-01 00:25:35.820,"20 km SW of Tirhanimîne, Morocco",35.093,-4.099,0.0,4.1,259,nan,DZA,2004-04-01,00:25:35.820000,light
243411,usp000crdb,2004-04-01 00:25:35.820,"20 km SW of Tirhanimîne, Morocco",35.093,-4.099,0.0,4.1,259,nan,ESP,2004-04-01,00:25:35.820000,light
431378,usp000crdb,2004-04-01 00:25:35.820,"20 km SW of Tirhanimîne, Morocco",35.093,-4.099,0.0,4.1,259,nan,MAR,2004-04-01,00:25:35.820000,light
29321,usp000crdc,2004-04-01 00:52:15.200,"54 km NW of La Ligua, Chile",-32.141,-71.684,51.9,3.7,211,nan,ARG,2004-04-01,00:52:15.200000,minor
103180,usp000crdc,2004-04-01 00:52:15.200,"54 km NW of La Ligua, Chile",-32.141,-71.684,51.9,3.7,211,nan,BRA,2004-04-01,00:52:15.200000,minor
153895,usp000crdc,2004-04-01 00:52:15.200,"54 km NW of La Ligua, Chile",-32.141,-71.684,51.9,3.7,211,nan,CHL,2004-04-01,00:52:15.200000,minor
491474,usp000crdc,2004-04-01 00:52:15.200,"54 km NW of La Ligua, Chile",-32.141,-71.684,51.9,3.7,211,nan,NZL,2004-04-01,00:52:15.200000,minor
222468,usp000crdj,2004-04-01 02:12:50.500,"19 km WSW of Arenas, Panama",7.281,-81.011,0.0,4.1,259,nan,COL,2004-04-01,02:12:50.500000,light
531392,usp000crdj,2004-04-01 02:12:50.500,"19 km WSW of Arenas, Panama",7.281,-81.011,0.0,4.1,259,nan,PAN,2004-04-01,02:12:50.500000,light
192322,usp000crdm,2004-04-01 02:54:16.580,Xizang-Qinghai border region,34.095,89.318,10.0,4.6,326,nan,CHN,2004-04-01,02:54:16.580000,light
355030,usp000crdm,2004-04-01 02:54:16.580,Xizang-Qinghai border region,34.095,89.318,10.0,4.6,326,nan,IND,2004-04-01,02:54:16.580000,light
192323,usp000crdn,2004-04-01 03:09:50.880,Xizang-Qinghai border region,34.24,89.259,10.0,4.5,312,nan,CHN,2004-04-01,03:09:50.880000,light
355031,usp000crdn,2004-04-01 03:09:50.880,Xizang-Qinghai border region,34.24,89.259,10.0,4.5,312,nan,IND,2004-04-01,03:09:50.880000,light
648913,usp000crdq,2004-04-01 03:29:52.640,south of the Fiji Islands,-23.457,-179.095,559.0,4.6,326,nan,TON,2004-04-01,03:29:52.640000,light
29322,usp000crds,2004-04-01 03:44:42.200,"21 km ESE of Curicó, Chile",-35.028,-71.012,102.6,3.9,234,nan,ARG,2004-04-01,03:44:42.200000,minor
153896,usp000crds,2004-04-01 03:44:42.200,"21 km ESE of Curicó, Chile",-35.028,-71.012,102.6,3.9,234,nan,CHL,2004-04-01,03:44:42.200000,minor
491475,usp000crds,2004-04-01 03:44:42.200,"21 km ESE of Curicó, Chile",-35.028,-71.012,102.6,3.9,234,nan,NZL,2004-04-01,03:44:42.200000,minor
648914,usp000crdt,2004-04-01 04:27:19.380,Fiji region,-21.112,-178.5,484.7,4.0,246,nan,TON,2004-04-01,04:27:19.380000,light
29323,usp000crdv,2004-04-01 05:07:48.400,"4 km W of Illapel, Chile",-31.639,-71.214,72.9,4.1,259,nan,ARG,2004-04-01,05:07:48.400000,light
103181,usp000crdv,2004-04-01 05:07:48.400,"4 km W of Illapel, Chile",-31.639,-71.214,72.9,4.1,259,nan,BRA,2004-04-01,05:07:48.400000,light
153897,usp000crdv,2004-04-01 05:07:48.400,"4 km W of Illapel, Chile",-31.639,-71.214,72.9,4.1,259,nan,CHL,2004-04-01,05:07:48.400000,light
491476,usp000crdv,2004-04-01 05:07:48.400,"4 km W of Illapel, Chile",-31.639,-71.214,72.9,4.1,259,nan,NZL,2004-04-01,05:07:48.400000,light
265990,usp000crdz,2004-04-01 06:30:20.600,"14 km SSW of Anávra, Greece",39.07,22.02,14.0,3.2,158,nan,GRC,2004-04-01,06:30:20.600000,minor
