,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
295596,usp0006wn1,1995-05-01 00:17:22.980,"203 km W of Tual, Indonesia",-5.508,130.924,33.0,4.0,246,nan,IDN,1995-05-01,00:17:22.980000,light
295597,usp0006wn3,1995-05-01 00:29:40.560,"121 km N of Poso, Indonesia",-0.315,120.943,47.5,5.2,416,nan,IDN,1995-05-01,00:29:40.560000,moderate
182852,usp0006wn4,1995-05-01 00:41:35.510,"12 km ENE of San Policarpo, Philippines",12.219,125.619,33.0,4.6,326,nan,CHN,1995-05-01,00:41:35.510000,light
543956,usp0006wn4,1995-05-01 00:41:35.510,"12 km ENE of San Policarpo, Philippines",12.219,125.619,33.0,4.6,326,nan,PHL,1995-05-01,00:41:35.510000,light
586083,usp0006wn5,1995-05-01 01:02:40.520,"111 km S of Severo-Kuril’sk, Russia",49.678,156.338,33.0,4.0,246,nan,RUS,1995-05-01,01:02:40.520000,light
182853,usp0006wn6,1995-05-01 01:23:07.010,"59 km E of Kangding, China",30.049,102.574,33.0,3.6,199,nan,CHN,1995-05-01,01:23:07.010000,minor
10312,usp0006wn7,1995-05-01 01:49:55.160,"5 km NNE of Rodotópi, Greece",39.751,20.76,5.0,3.0,138,nan,ALB,1995-05-01,01:49:55.160000,minor
256951,usp0006wn7,1995-05-01 01:49:55.160,"5 km NNE of Rodotópi, Greece",39.751,20.76,5.0,3.0,138,nan,GRC,1995-05-01,01:49:55.160000,minor
385326,usp0006wn8,1995-05-01 02:14:56.800,"98 km E of Shikotan, Russia",43.953,147.934,33.0,4.5,312,nan,JPN,1995-05-01,02:14:56.800000,light
586084,usp0006wn8,1995-05-01 02:14:56.800,"98 km E of Shikotan, Russia",43.953,147.934,33.0,4.5,312,nan,RUS,1995-05-01,02:14:56.800000,light
385327,usp0006wna,1995-05-01 02:25:44.850,"188 km SSE of Kuril’sk, Russia",43.77,149.097,33.0,4.8,354,nan,JPN,1995-05-01,02:25:44.850000,light
586085,usp0006wna,1995-05-01 02:25:44.850,"188 km SSE of Kuril’sk, Russia",43.77,149.097,33.0,4.8,354,nan,RUS,1995-05-01,02:25:44.850000,light
182854,usp0006wnc,1995-05-01 03:40:20.320,"36 km E of Sulat, Philippines",11.793,125.792,33.0,4.0,246,nan,CHN,1995-05-01,03:40:20.320000,light
543957,usp0006wnc,1995-05-01 03:40:20.320,"36 km E of Sulat, Philippines",11.793,125.792,33.0,4.0,246,nan,PHL,1995-05-01,03:40:20.320000,light
16130,usp0006wnf,1995-05-01 05:21:17.800,"7 km ESE of Chimbarongo, Chile",-34.733,-70.97,90.0,3.4,178,nan,ARG,1995-05-01,05:21:17.800000,minor
139450,usp0006wnf,1995-05-01 05:21:17.800,"7 km ESE of Chimbarongo, Chile",-34.733,-70.97,90.0,3.4,178,nan,CHL,1995-05-01,05:21:17.800000,minor
