,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
241364,usp00077uu,1995-12-01 00:01:07.690,"4 km SE of Becerreá, Spain",42.822,-7.124,10.0,3.0,138,nan,ESP,1995-12-01,00:01:07.690000,minor
385952,usp00077uv,1995-12-01 00:03:42.820,"143 km SE of Kuril’sk, Russia",44.475,149.357,33.0,4.4,298,nan,JPN,1995-12-01,00:03:42.820000,light
586577,usp00077uv,1995-12-01 00:03:42.820,"143 km SE of Kuril’sk, Russia",44.475,149.357,33.0,4.4,298,nan,RUS,1995-12-01,00:03:42.820000,light
257907,usp00077uw,1995-12-01 00:22:12.020,"16 km W of Deskáti, Greece",39.939,21.613,5.0,3.2,158,nan,GRC,1995-12-01,00:22:12.020000,minor
385953,usp00077ux,1995-12-01 00:55:07.160,"127 km ESE of Kuril’sk, Russia",44.605,149.236,33.0,4.4,298,nan,JPN,1995-12-01,00:55:07.160000,light
586578,usp00077ux,1995-12-01 00:55:07.160,"127 km ESE of Kuril’sk, Russia",44.605,149.236,33.0,4.4,298,nan,RUS,1995-12-01,00:55:07.160000,light
221223,usp00077uy,1995-12-01 01:13:36.800,"7 km N of Jordán, Colombia",6.804,-73.108,150.0,4.1,259,nan,COL,1995-12-01,01:13:36.800000,light
721690,usp00077uy,1995-12-01 01:13:36.800,"7 km N of Jordán, Colombia",6.804,-73.108,150.0,4.1,259,nan,VEN,1995-12-01,01:13:36.800000,light
385954,usp00077uz,1995-12-01 01:19:29.710,"76 km SSE of Nemuro, Japan",42.695,145.947,33.0,4.4,298,nan,JPN,1995-12-01,01:19:29.710000,light
586579,usp00077uz,1995-12-01 01:19:29.710,"76 km SSE of Nemuro, Japan",42.695,145.947,33.0,4.4,298,nan,RUS,1995-12-01,01:19:29.710000,light
385955,usp00077v0,1995-12-01 01:44:00.840,"138 km SE of Kuril’sk, Russia",44.524,149.321,33.0,4.8,354,nan,JPN,1995-12-01,01:44:00.840000,light
586580,usp00077v0,1995-12-01 01:44:00.840,"138 km SE of Kuril’sk, Russia",44.524,149.321,33.0,4.8,354,nan,RUS,1995-12-01,01:44:00.840000,light
644747,usp00077v1,1995-12-01 02:09:12.520,"158 km ENE of Levuka, Fiji",-17.376,-179.374,600.0,4.0,246,nan,TON,1995-12-01,02:09:12.520000,light
385956,usp00077v2,1995-12-01 02:21:14.820,"133 km ESE of Kuril’sk, Russia",44.62,149.332,33.0,4.7,340,nan,JPN,1995-12-01,02:21:14.820000,light
586581,usp00077v2,1995-12-01 02:21:14.820,"133 km ESE of Kuril’sk, Russia",44.62,149.332,33.0,4.7,340,nan,RUS,1995-12-01,02:21:14.820000,light
79620,usp00077v3,1995-12-01 02:28:40.600,"2 km WNW of Kamalpur, India",24.206,91.815,20.0,4.0,246,nan,BGD,1995-12-01,02:28:40.600000,light
183638,usp00077v3,1995-12-01 02:28:40.600,"2 km WNW of Kamalpur, India",24.206,91.815,20.0,4.0,246,nan,CHN,1995-12-01,02:28:40.600000,light
352629,usp00077v3,1995-12-01 02:28:40.600,"2 km WNW of Kamalpur, India",24.206,91.815,20.0,4.0,246,nan,IND,1995-12-01,02:28:40.600000,light
385957,usp00077v4,1995-12-01 02:39:50.120,"75 km SE of Hasaki, Japan",35.174,141.307,33.0,4.4,298,nan,JPN,1995-12-01,02:39:50.120000,light
385958,usp00077v5,1995-12-01 02:46:25.300,"65 km SE of Hasaki, Japan",35.259,141.27,33.0,4.3,284,nan,JPN,1995-12-01,02:46:25.300000,light
183639,usp00077v6,1995-12-01 03:17:03.520,"19 km SSW of Yilan, Taiwan",24.592,121.693,57.4,5.0,385,nan,CHN,1995-12-01,03:17:03.520000,moderate
679007,usp00077v6,1995-12-01 03:17:03.520,"19 km SSW of Yilan, Taiwan",24.592,121.693,57.4,5.0,385,nan,TWN,1995-12-01,03:17:03.520000,moderate
126101,usp00077v7,1995-12-01 03:29:22.760,"211 km W of Port McNeill, Canada",50.363,-130.038,10.0,4.1,259,nan,CAN,1995-12-01,03:29:22.760000,light
257908,usp00077v9,1995-12-01 04:23:31.540,"14 km SE of Pýrgos, Greece",34.926,25.279,5.0,3.5,188,nan,GRC,1995-12-01,04:23:31.540000,minor
385959,usp00077va,1995-12-01 04:46:17.560,"37 km E of Iwaki, Japan",36.997,141.294,80.4,4.6,326,nan,JPN,1995-12-01,04:46:17.560000,light
385960,usp00077vc,1995-12-01 05:14:49.210,"128 km SE of Kuril’sk, Russia",44.478,149.124,33.0,3.7,211,nan,JPN,1995-12-01,05:14:49.210000,minor
586582,usp00077vc,1995-12-01 05:14:49.210,"128 km SE of Kuril’sk, Russia",44.478,149.124,33.0,3.7,211,nan,RUS,1995-12-01,05:14:49.210000,minor
241365,usp00077vf,1995-12-01 05:35:39.970,"2 km SSW of Becerreá, Spain",42.834,-7.177,10.0,3.1,148,nan,ESP,1995-12-01,05:35:39.970000,minor
385961,usp00077vg,1995-12-01 05:41:10.650,"Bonin Islands, Japan region",27.636,139.836,490.6,4.5,312,nan,JPN,1995-12-01,05:41:10.650000,light
241366,usp00077vj,1995-12-01 05:47:37.800,"5 km SE of Becerreá, Spain",42.825,-7.115,10.0,3.2,158,nan,ESP,1995-12-01,05:47:37.800000,minor
241367,usp00077vk,1995-12-01 05:48:58.430,"2 km SW of Becerreá, Spain",42.836,-7.183,10.0,3.1,148,nan,ESP,1995-12-01,05:48:58.430000,minor
241368,usp00077vm,1995-12-01 05:52:48.780,"9 km NE of Samos, Spain",42.782,-7.232,10.0,3.1,148,nan,ESP,1995-12-01,05:52:48.780000,minor
296371,usp00077vn,1995-12-01 05:52:55.670,"58 km ENE of Tobelo, Indonesia",2.006,128.462,135.5,4.5,312,nan,IDN,1995-12-01,05:52:55.670000,light
296372,usp00077vp,1995-12-01 06:05:22.850,"144 km NE of Tobelo, Indonesia",2.595,128.982,150.0,4.0,246,nan,IDN,1995-12-01,06:05:22.850000,light
296373,usp00077vq,1995-12-01 06:23:11.430,"38 km NE of Labuan Lombok, Indonesia",-8.245,116.901,33.0,4.9,369,nan,IDN,1995-12-01,06:23:11.430000,light
385962,usp00077vr,1995-12-01 07:00:48.280,"130 km SE of Kuril’sk, Russia",44.565,149.235,33.0,4.3,284,nan,JPN,1995-12-01,07:00:48.280000,light
586583,usp00077vr,1995-12-01 07:00:48.280,"130 km SE of Kuril’sk, Russia",44.565,149.235,33.0,4.3,284,nan,RUS,1995-12-01,07:00:48.280000,light
385963,usp00077vu,1995-12-01 07:08:18.820,"140 km SE of Kuril’sk, Russia",44.511,149.345,33.0,4.8,354,nan,JPN,1995-12-01,07:08:18.820000,light
586584,usp00077vu,1995-12-01 07:08:18.820,"140 km SE of Kuril’sk, Russia",44.511,149.345,33.0,4.8,354,nan,RUS,1995-12-01,07:08:18.820000,light
241369,usp00077vv,1995-12-01 07:19:59.160,"3 km WNW of San Román, Spain",42.877,-7.098,10.0,3.5,188,nan,ESP,1995-12-01,07:19:59.160000,minor
241370,usp00077vw,1995-12-01 08:06:03.440,"2 km SW of Becerreá, Spain",42.841,-7.179,10.0,3.1,148,nan,ESP,1995-12-01,08:06:03.440000,minor
16983,usp00077vy,1995-12-01 08:21:20.280,"25 km W of San Antonio, Chile",-33.599,-71.883,10.0,4.5,312,nan,ARG,1995-12-01,08:21:20.280000,light
91461,usp00077vy,1995-12-01 08:21:20.280,"25 km W of San Antonio, Chile",-33.599,-71.883,10.0,4.5,312,nan,BRA,1995-12-01,08:21:20.280000,light
