,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
318214,usp000fm3v,2007-09-01 00:38:06.080,"257 km SW of Tual, Indonesia",-7.106,130.948,10.0,3.9,234,nan,IDN,2007-09-01,00:38:06.080000,minor
318215,usp000fm3w,2007-09-01 00:51:05.400,"116 km SW of Ternate, Indonesia",-0.036,126.736,10.0,4.0,246,nan,IDN,2007-09-01,00:51:05.400000,light
197657,usp000fm3z,2007-09-01 01:33:16.100,"73 km NNW of Gyalshing, India",27.853,87.873,73.1,4.0,246,nan,CHN,2007-09-01,01:33:16.100000,light
359219,usp000fm3z,2007-09-01 01:33:16.100,"73 km NNW of Gyalshing, India",27.853,87.873,73.1,4.0,246,nan,IND,2007-09-01,01:33:16.100000,light
469249,usp000fm3z,2007-09-01 01:33:16.100,"73 km NNW of Gyalshing, India",27.853,87.873,73.1,4.0,246,nan,NPL,2007-09-01,01:33:16.100000,light
34821,usp000fm41,2007-09-01 02:02:41.300,"56 km SE of Molina, Chile",-35.404,-70.769,50.5,3.3,168,nan,ARG,2007-09-01,02:02:41.300000,minor
160213,usp000fm41,2007-09-01 02:02:41.300,"56 km SE of Molina, Chile",-35.404,-70.769,50.5,3.3,168,nan,CHL,2007-09-01,02:02:41.300000,minor
498923,usp000fm41,2007-09-01 02:02:41.300,"56 km SE of Molina, Chile",-35.404,-70.769,50.5,3.3,168,nan,NZL,2007-09-01,02:02:41.300000,minor
285073,usp000fm42,2007-09-01 02:10:32.200,"9 km SSE of Mazapa, Mexico",15.309,-92.166,173.5,4.2,271,nan,GTM,2007-09-01,02:10:32.200000,light
443206,usp000fm42,2007-09-01 02:10:32.200,"9 km SSE of Mazapa, Mexico",15.309,-92.166,173.5,4.2,271,nan,MEX,2007-09-01,02:10:32.200000,light
601033,usp000fm43,2007-09-01 02:19:41.810,east of the Kuril Islands,47.366,155.011,10.0,4.5,312,nan,RUS,2007-09-01,02:19:41.810000,light
275112,usp000fm45,2007-09-01 03:00:35.600,"10 km SSE of Galatás, Greece",38.27,21.6,30.0,3.0,138,nan,GRC,2007-09-01,03:00:35.600000,minor
197658,usp000fm46,2007-09-01 03:35:52.300,"68 km S of Laojunmiao, China",39.218,97.83,10.0,4.9,369,nan,CHN,2007-09-01,03:35:52.300000,light
