,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
22277,usp0009s53,2000-05-01 00:19:55.620,"39 km WNW of San Antonio de los Cobres, Argentina",-24.108,-66.685,207.7,4.5,312,nan,ARG,2000-05-01,00:19:55.620000,light
96521,usp0009s53,2000-05-01 00:19:55.620,"39 km WNW of San Antonio de los Cobres, Argentina",-24.108,-66.685,207.7,4.5,312,nan,BRA,2000-05-01,00:19:55.620000,light
146194,usp0009s53,2000-05-01 00:19:55.620,"39 km WNW of San Antonio de los Cobres, Argentina",-24.108,-66.685,207.7,4.5,312,nan,CHL,2000-05-01,00:19:55.620000,light
80714,usp0009s54,2000-05-01 00:25:06.520,"10 km NE of ?elinac, Bosnia and Herzegovina",44.802,17.403,10.0,4.0,246,nan,BIH,2000-05-01,00:25:06.520000,light
288472,usp0009s54,2000-05-01 00:25:06.520,"10 km NE of ?elinac, Bosnia and Herzegovina",44.802,17.403,10.0,4.0,246,nan,HRV,2000-05-01,00:25:06.520000,light
376872,usp0009s54,2000-05-01 00:25:06.520,"10 km NE of ?elinac, Bosnia and Herzegovina",44.802,17.403,10.0,4.0,246,nan,ITA,2000-05-01,00:25:06.520000,light
260869,usp0009s56,2000-05-01 02:13:21.000,"22 km S of Elaiochóri, Greece",40.62,24.26,30.0,3.7,211,nan,GRC,2000-05-01,02:13:21,minor
575933,usp0009s57,2000-05-01 02:14:45.400,"10 km SE of Szlichtyngowa, Poland",51.636,16.327,5.0,3.6,199,nan,POL,2000-05-01,02:14:45.400000,minor
260870,usp0009s58,2000-05-01 02:19:23.800,"2 km N of Panaitólion, Greece",38.61,21.45,5.0,3.4,178,nan,GRC,2000-05-01,02:19:23.800000,minor
376873,usp0009s5a,2000-05-01 02:28:41.420,"4 km ESE of Granarolo, Italy",44.341,11.989,10.0,3.7,211,nan,ITA,2000-05-01,02:28:41.420000,minor
722430,usp0009s5e,2000-05-01 06:37:38.050,"59 km N of Güiria, Venezuela",11.11,-62.352,113.1,4.3,284,nan,VEN,2000-05-01,06:37:38.050000,light
22278,usp0009s5g,2000-05-01 06:50:27.050,"42 km ESE of Machalí, Chile",-34.363,-70.246,8.2,3.0,138,nan,ARG,2000-05-01,06:50:27.050000,minor
146195,usp0009s5g,2000-05-01 06:50:27.050,"42 km ESE of Machalí, Chile",-34.363,-70.246,8.2,3.0,138,nan,CHL,2000-05-01,06:50:27.050000,minor
