,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
10577,usp0009kjw,2000-01-01 01:19:26.990,"14 km SW of Dragash, Kosovo",41.927,20.543,10.0,4.5,312,nan,ALB,2000-01-01,01:19:26.990000,light
454444,usp0009kjw,2000-01-01 01:19:26.990,"14 km SW of Dragash, Kosovo",41.927,20.543,10.0,4.5,312,nan,MKD,2000-01-01,01:19:26.990000,light
591081,usp0009kjw,2000-01-01 01:19:26.990,"14 km SW of Dragash, Kosovo",41.927,20.543,10.0,4.5,312,nan,RUS,2000-01-01,01:19:26.990000,light
59400,usp0009kjz,2000-01-01 02:12:13.450,"150 km WSW of Lata, Solomon Islands",-11.348,164.568,33.0,4.3,284,nan,AUS,2000-01-01,02:12:13.450000,light
625520,usp0009kjz,2000-01-01 02:12:13.450,"150 km WSW of Lata, Solomon Islands",-11.348,164.568,33.0,4.3,284,nan,SLB,2000-01-01,02:12:13.450000,light
376775,usp0009kk1,2000-01-01 03:47:33.970,"54 km NNW of Favignana, Italy",38.348,12.009,10.0,3.4,178,nan,ITA,2000-01-01,03:47:33.970000,minor
696848,ci9132027,2000-01-01 03:58:39.500,"15km NW of Ludlow, CA",34.801,-116.287,5.414,3.04,142,nan,USA,2000-01-01,03:58:39.500000,minor
260644,usp0009kk3,2000-01-01 04:02:24.880,"91 km SSW of Kýthira, Greece",35.43,22.498,33.0,3.4,178,nan,GRC,2000-01-01,04:02:24.880000,minor
22015,usp0009kk5,2000-01-01 04:30:10.370,"130 km ENE of Diego de Almagro, Chile",-26.012,-68.803,105.0,4.5,312,nan,ARG,2000-01-01,04:30:10.370000,light
96222,usp0009kk5,2000-01-01 04:30:10.370,"130 km ENE of Diego de Almagro, Chile",-26.012,-68.803,105.0,4.5,312,nan,BRA,2000-01-01,04:30:10.370000,light
145884,usp0009kk5,2000-01-01 04:30:10.370,"130 km ENE of Diego de Almagro, Chile",-26.012,-68.803,105.0,4.5,312,nan,CHL,2000-01-01,04:30:10.370000,light
260645,usp0009kk6,2000-01-01 05:13:59.100,"14 km SSW of Polichnítos, Greece",38.97,26.1,35.0,3.4,178,nan,GRC,2000-01-01,05:13:59.100000,minor
670794,usp0009kk6,2000-01-01 05:13:59.100,"14 km SSW of Polichnítos, Greece",38.97,26.1,35.0,3.4,178,nan,TUR,2000-01-01,05:13:59.100000,minor
260646,usp0009kk7,2000-01-01 05:17:12.900,"31 km SSW of Eresós, Greece",38.89,25.85,22.0,3.6,199,nan,GRC,2000-01-01,05:17:12.900000,minor
670795,usp0009kk7,2000-01-01 05:17:12.900,"31 km SSW of Eresós, Greece",38.89,25.85,22.0,3.6,199,nan,TUR,2000-01-01,05:17:12.900000,minor
2277,usp0009kk8,2000-01-01 05:24:35.290,"29 km SSE of Rust?q, Afghanistan",36.874,69.947,54.3,5.1,400,nan,AFG,2000-01-01,05:24:35.290000,moderate
524190,usp0009kk8,2000-01-01 05:24:35.290,"29 km SSE of Rust?q, Afghanistan",36.874,69.947,54.3,5.1,400,nan,PAK,2000-01-01,05:24:35.290000,moderate
638149,usp0009kk8,2000-01-01 05:24:35.290,"29 km SSE of Rust?q, Afghanistan",36.874,69.947,54.3,5.1,400,nan,TJK,2000-01-01,05:24:35.290000,moderate
2278,usp0009kka,2000-01-01 05:43:40.030,"10 km ENE of Rust?q, Afghanistan",37.145,69.946,33.0,3.8,222,nan,AFG,2000-01-01,05:43:40.030000,minor
638150,usp0009kka,2000-01-01 05:43:40.030,"10 km ENE of Rust?q, Afghanistan",37.145,69.946,33.0,3.8,222,nan,TJK,2000-01-01,05:43:40.030000,minor
47857,usp0009kkb,2000-01-01 05:58:19.780,west of Macquarie Island,-60.722,153.67,10.0,6.0,554,nan,ATA,2000-01-01,05:58:19.780000,strong
2279,usp0009kkd,2000-01-01 06:26:04.210,"16 km SE of Rust?q, Afghanistan",37.027,69.964,33.0,4.4,298,nan,AFG,2000-01-01,06:26:04.210000,light
524191,usp0009kkd,2000-01-01 06:26:04.210,"16 km SE of Rust?q, Afghanistan",37.027,69.964,33.0,4.4,298,nan,PAK,2000-01-01,06:26:04.210000,light
638151,usp0009kkd,2000-01-01 06:26:04.210,"16 km SE of Rust?q, Afghanistan",37.027,69.964,33.0,4.4,298,nan,TJK,2000-01-01,06:26:04.210000,light
59401,usp0009kke,2000-01-01 06:40:48.980,"115 km SSW of Lakatoro, Vanuatu",-17.073,167.026,33.0,4.3,284,nan,AUS,2000-01-01,06:40:48.980000,light
728171,usp0009kke,2000-01-01 06:40:48.980,"115 km SSW of Lakatoro, Vanuatu",-17.073,167.026,33.0,4.3,284,nan,VUT,2000-01-01,06:40:48.980000,light
436189,usp0009kkf,2000-01-01 06:55:51.000,"7 km SSE of Tetitlán, Mexico",17.094,-100.607,26.7,3.4,178,nan,MEX,2000-01-01,06:55:51,minor
2280,usp0009kkg,2000-01-01 06:58:39.780,"29 km N of Farkh?r, Afghanistan",36.838,69.888,33.0,3.7,211,nan,AFG,2000-01-01,06:58:39.780000,minor
524192,usp0009kkg,2000-01-01 06:58:39.780,"29 km N of Farkh?r, Afghanistan",36.838,69.888,33.0,3.7,211,nan,PAK,2000-01-01,06:58:39.780000,minor
638152,usp0009kkg,2000-01-01 06:58:39.780,"29 km N of Farkh?r, Afghanistan",36.838,69.888,33.0,3.7,211,nan,TJK,2000-01-01,06:58:39.780000,minor
546196,usp0009kkh,2000-01-01 07:50:00.390,"0 km SE of Hinatuan, Philippines",8.37,126.336,100.7,4.5,312,nan,PHL,2000-01-01,07:50:00.390000,light
562230,usp0009kkm,2000-01-01 08:25:52.800,"220 km SE of Lorengau, Papua New Guinea",-3.207,148.877,10.0,4.5,312,nan,PNG,2000-01-01,08:25:52.800000,light
482084,usp0009kkp,2000-01-01 09:29:20.200,"63 km SE of Wairoa, New Zealand",-39.42,177.91,12.0,3.7,211,nan,NZL,2000-01-01,09:29:20.200000,minor
591082,usp0009kkr,2000-01-01 11:02:45.470,"288 km W of Adak, Alaska",51.711,179.188,94.7,4.2,271,nan,RUS,2000-01-01,11:02:45.470000,light
126870,usp0009kks,2000-01-01 11:22:57.000,"17 km NNE of Notre-Dame-du-Lac, Canada",46.888,-78.93,18.0,4.7,340,nan,CAN,2000-01-01,11:22:57,light
696849,usp0009kks,2000-01-01 11:22:57.000,"17 km NNE of Notre-Dame-du-Lac, Canada",46.888,-78.93,18.0,4.7,340,nan,USA,2000-01-01,11:22:57,light
2281,usp0009kkw,2000-01-01 13:57:25.080,"30 km N of Farkh?r, Afghanistan",36.848,69.868,33.0,3.5,188,nan,AFG,2000-01-01,13:57:25.080000,minor
524193,usp0009kkw,2000-01-01 13:57:25.080,"30 km N of Farkh?r, Afghanistan",36.848,69.868,33.0,3.5,188,nan,PAK,2000-01-01,13:57:25.080000,minor
638153,usp0009kkw,2000-01-01 13:57:25.080,"30 km N of Farkh?r, Afghanistan",36.848,69.868,33.0,3.5,188,nan,TJK,2000-01-01,13:57:25.080000,minor
646775,usp0009km1,2000-01-01 15:46:48.880,"157 km SSW of Hihifo, Tonga",-17.221,-174.466,33.0,4.2,271,nan,TON,2000-01-01,15:46:48.880000,light
22016,usp0009km2,2000-01-01 16:01:13.500,"13 km S of Tocopilla, Chile",-22.214,-70.191,67.2,4.4,298,nan,ARG,2000-01-01,16:01:13.500000,light
96223,usp0009km2,2000-01-01 16:01:13.500,"13 km S of Tocopilla, Chile",-22.214,-70.191,67.2,4.4,298,nan,BRA,2000-01-01,16:01:13.500000,light
145885,usp0009km2,2000-01-01 16:01:13.500,"13 km S of Tocopilla, Chile",-22.214,-70.191,67.2,4.4,298,nan,CHL,2000-01-01,16:01:13.500000,light
188183,usp0009km4,2000-01-01 18:49:10.610,"80 km NNE of Xichang, China",28.533,102.648,33.0,4.6,326,nan,CHN,2000-01-01,18:49:10.610000,light
260647,usp0009km6,2000-01-01 19:09:04.100,"53 km S of Kýthira, Greece",35.67,23.09,16.0,3.4,178,nan,GRC,2000-01-01,19:09:04.100000,minor
390453,usp0009km8,2000-01-01 19:30:57.740,"Volcano Islands, Japan region",23.112,143.644,33.0,5.2,416,nan,JPN,2000-01-01,19:30:57.740000,moderate
646776,usp0009km9,2000-01-01 19:48:55.270,south of the Fiji Islands,-23.847,-176.174,33.0,4.6,326,nan,TON,2000-01-01,19:48:55.270000,light
575875,usp0009kmb,2000-01-01 20:12:47.150,"5 km NNE of Rudna, Poland",51.558,16.281,5.0,3.7,211,nan,POL,2000-01-01,20:12:47.150000,minor
461537,usp0009kmc,2000-01-01 22:47:39.060,"Maug Islands region, Northern Mariana Islands",19.092,145.182,33.0,4.0,246,nan,MNP,2000-01-01,22:47:39.060000,light
670796,usp0009kmh,2000-01-02 00:29:18.730,"8 km NNE of Mudurnu, Turkey",40.538,31.26,10.0,3.6,199,nan,TUR,2000-01-02,00:29:18.730000,minor
461538,usp0009kmj,2000-01-02 01:51:40.410,"Maug Islands region, Northern Mariana Islands",19.149,145.565,151.6,4.7,340,nan,MNP,2000-01-02,01:51:40.410000,light
591083,usp0009kmk,2000-01-02 02:02:43.440,Kuril Islands,47.605,154.423,33.0,4.2,271,nan,RUS,2000-01-02,02:02:43.440000,light
82123,usp0009kmm,2000-01-02 02:13:28.920,"81 km E of Tarata, Peru",-17.346,-69.277,161.6,3.7,211,nan,BOL,2000-01-02,02:13:28.920000,minor
96224,usp0009kmm,2000-01-02 02:13:28.920,"81 km E of Tarata, Peru",-17.346,-69.277,161.6,3.7,211,nan,BRA,2000-01-02,02:13:28.920000,minor
533760,usp0009kmm,2000-01-02 02:13:28.920,"81 km E of Tarata, Peru",-17.346,-69.277,161.6,3.7,211,nan,PER,2000-01-02,02:13:28.920000,minor
260648,usp0009kmn,2000-01-02 02:16:26.400,"37 km SW of Polichnítos, Greece",38.8,25.93,20.0,3.7,211,nan,GRC,2000-01-02,02:16:26.400000,minor
670797,usp0009kmn,2000-01-02 02:16:26.400,"37 km SW of Polichnítos, Greece",38.8,25.93,20.0,3.7,211,nan,TUR,2000-01-02,02:16:26.400000,minor
260649,usp0009kms,2000-01-02 03:56:52.500,"6 km W of Spercheiáda, Greece",38.9,22.05,5.0,3.3,168,nan,GRC,2000-01-02,03:56:52.500000,minor
260650,usp0009kmt,2000-01-02 04:14:41.500,"5 km W of Arkoúdi, Greece",37.84,21.05,5.0,3.0,138,nan,GRC,2000-01-02,04:14:41.500000,minor
591084,usp0009kmx,2000-01-02 05:24:18.270,northwest of the Kuril Islands,49.694,150.709,350.0,3.0,138,nan,RUS,2000-01-02,05:24:18.270000,minor
646777,usp0009kmy,2000-01-02 05:54:32.750,"193 km E of Levuka, Fiji",-18.017,-178.853,550.0,3.9,234,nan,TON,2000-01-02,05:54:32.750000,minor
59402,usp0009kmz,2000-01-02 06:32:27.610,western Indian-Antarctic Ridge,-48.916,123.542,10.0,4.1,259,nan,AUS,2000-01-02,06:32:27.610000,light
482085,usp0009kmz,2000-01-02 06:32:27.610,western Indian-Antarctic Ridge,-48.916,123.542,10.0,4.1,259,nan,NZL,2000-01-02,06:32:27.610000,light
482086,usp0009kn2,2000-01-02 08:40:07.700,"13 km SSW of Wanganui, New Zealand",-40.05,174.99,12.0,3.7,211,nan,NZL,2000-01-02,08:40:07.700000,minor
2282,usp0009kn4,2000-01-02 10:21:17.550,"70 km S of Jurm, Afghanistan",36.229,70.893,33.0,4.1,259,nan,AFG,2000-01-02,10:21:17.550000,light
524194,usp0009kn4,2000-01-02 10:21:17.550,"70 km S of Jurm, Afghanistan",36.229,70.893,33.0,4.1,259,nan,PAK,2000-01-02,10:21:17.550000,light
188184,usp0009kn5,2000-01-02 10:23:58.980,"33 km NNE of Bomdila, India",27.559,92.498,33.0,5.0,385,nan,CHN,2000-01-02,10:23:58.980000,moderate
353791,usp0009kn5,2000-01-02 10:23:58.980,"33 km NNE of Bomdila, India",27.559,92.498,33.0,5.0,385,nan,IND,2000-01-02,10:23:58.980000,moderate
455743,usp0009kn5,2000-01-02 10:23:58.980,"33 km NNE of Bomdila, India",27.559,92.498,33.0,5.0,385,nan,MMR,2000-01-02,10:23:58.980000,moderate
622891,usp0009kn7,2000-01-02 11:10:55.930,"266 km SW of Longyearbyen, Svalbard and Jan Mayen",76.446,8.347,10.0,4.0,246,nan,SJM,2000-01-02,11:10:55.930000,light
126871,usp0009kn9,2000-01-02 11:53:14.560,"207 km WSW of Tofino, Canada",48.526,-128.567,10.0,3.3,168,nan,CAN,2000-01-02,11:53:14.560000,minor
126872,usp0009kna,2000-01-02 11:55:13.560,"260 km WSW of Tofino, Canada",47.962,-128.943,10.0,3.0,138,nan,CAN,2000-01-02,11:55:13.560000,minor
646778,usp0009knd,2000-01-02 12:14:39.090,"234 km E of Levuka, Fiji",-17.943,-178.476,582.3,5.5,465,nan,TON,2000-01-02,12:14:39.090000,moderate
302633,usp0009knf,2000-01-02 12:46:58.770,"15 km WSW of Burias, Philippines",5.642,125.14,73.7,4.9,369,nan,IDN,2000-01-02,12:46:58.770000,light
546197,usp0009knf,2000-01-02 12:46:58.770,"15 km WSW of Burias, Philippines",5.642,125.14,73.7,4.9,369,nan,PHL,2000-01-02,12:46:58.770000,light
646779,usp0009knh,2000-01-02 13:21:01.200,Fiji region,-20.195,-178.289,550.0,3.9,234,nan,TON,2000-01-02,13:21:01.200000,minor
126873,usp0009knj,2000-01-02 13:25:36.360,"236 km WSW of Tofino, Canada",48.004,-128.612,10.0,3.1,148,nan,CAN,2000-01-02,13:25:36.360000,minor
646780,usp0009knu,2000-01-02 15:16:32.280,"95 km ENE of Kolonga, Tonga",-20.771,-174.236,33.0,5.8,518,nan,TON,2000-01-02,15:16:32.280000,moderate
696850,nc21075275,2000-01-02 15:49:40.650,"31 km NW of Benton, California",38.0383333,-118.696,-0.903,3.11,149,nan,USA,2000-01-02,15:49:40.650000,minor
126874,usp0009kp0,2000-01-02 17:26:04.950,"252 km WSW of Tofino, Canada",47.944,-128.798,10.0,3.2,158,nan,CAN,2000-01-02,17:26:04.950000,minor
436190,usp0009kp1,2000-01-02 17:35:16.000,"11 km ESE of Río Grande, Mexico",15.978,-97.337,18.5,4.0,246,nan,MEX,2000-01-02,17:35:16,light
696851,ci9132273,2000-01-02 17:58:32.820,"19km N of Twentynine Palms, CA",34.309,-116.072,0.801,3.14,152,nan,USA,2000-01-02,17:58:32.820000,minor
126875,usp0009kp3,2000-01-02 18:17:32.000,"233 km WSW of Tofino, Canada",48.052,-128.611,10.0,3.8,222,nan,CAN,2000-01-02,18:17:32,minor
302634,usp0009kp5,2000-01-02 18:43:31.940,"98 km W of Tobelo, Indonesia",1.902,127.137,33.0,4.4,298,nan,IDN,2000-01-02,18:43:31.940000,light
260651,usp0009kp6,2000-01-02 18:48:55.600,"86 km SSW of Kýthira, Greece",35.48,22.51,32.0,3.9,234,nan,GRC,2000-01-02,18:48:55.600000,minor
260652,usp0009kp7,2000-01-02 19:06:41.800,"16 km NNW of Skýros, Greece",39.03,24.47,29.0,3.2,158,nan,GRC,2000-01-02,19:06:41.800000,minor
260653,usp0009kp8,2000-01-02 19:15:40.200,"13 km E of Kýthira, Greece",36.14,23.14,5.0,3.1,148,nan,GRC,2000-01-02,19:15:40.200000,minor
