,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
343407,us7000afiw,2020-07-01 01:06:43.527,"123 km NW of Kiunga, Papua New Guinea",-5.329,140.5006,10.0,4.8,354,nan,IDN,2020-07-01,01:06:43.527000,light
572806,us7000afiw,2020-07-01 01:06:43.527,"123 km NW of Kiunga, Papua New Guinea",-5.329,140.5006,10.0,4.8,354,nan,PNG,2020-07-01,01:06:43.527000,light
133397,us7000afix,2020-07-01 01:11:03.904,"15 km SW of Stanley, Idaho",44.1274,-115.0918,9.81,3.6,204,nan,CAN,2020-07-01,01:11:03.904000,minor
714558,us7000afix,2020-07-01 01:11:03.904,"15 km SW of Stanley, Idaho",44.1274,-115.0918,9.81,3.6,204,nan,USA,2020-07-01,01:11:03.904000,minor
44797,us7000afj5,2020-07-01 02:03:37.192,"85 km WNW of Cartagena, Chile",-33.372,-72.5002,13.98,4.2,271,nan,ARG,2020-07-01,02:03:37.192000,light
120253,us7000afj5,2020-07-01 02:03:37.192,"85 km WNW of Cartagena, Chile",-33.372,-72.5002,13.98,4.2,271,nan,BRA,2020-07-01,02:03:37.192000,light
174400,us7000afj5,2020-07-01 02:03:37.192,"85 km WNW of Cartagena, Chile",-33.372,-72.5002,13.98,4.2,271,nan,CHL,2020-07-01,02:03:37.192000,light
517719,us7000afj5,2020-07-01 02:03:37.192,"85 km WNW of Cartagena, Chile",-33.372,-72.5002,13.98,4.2,271,nan,NZL,2020-07-01,02:03:37.192000,light
611798,us7000afjg,2020-07-01 02:40:43.244,Kuril Islands,46.9175,152.8221,35.0,4.6,326,nan,RUS,2020-07-01,02:40:43.244000,light
343408,us7000ajx7,2020-07-01 03:33:00.144,"133 km NNW of Pante Makasar, Timor Leste",-8.0659,123.9755,200.0,4.1,259,nan,IDN,2020-07-01,03:33:00.144000,light
343409,us7000afks,2020-07-01 04:21:09.823,"265 km SSW of Ambon, Indonesia",-6.0475,127.6866,390.06,4.3,284,nan,IDN,2020-07-01,04:21:09.823000,light
371186,us7000afku,2020-07-01 04:26:18.244,"35 km NNW of Bojn?rd, Iran",37.7485,57.1141,10.0,4.0,246,nan,IRN,2020-07-01,04:26:18.244000,light
642201,us7000afku,2020-07-01 04:26:18.244,"35 km NNW of Bojn?rd, Iran",37.7485,57.1141,10.0,4.0,246,nan,TKM,2020-07-01,04:26:18.244000,light
720118,us7000afku,2020-07-01 04:26:18.244,"35 km NNW of Bojn?rd, Iran",37.7485,57.1141,10.0,4.0,246,nan,UZB,2020-07-01,04:26:18.244000,light
8574,us7000afky,2020-07-01 04:43:04.161,"36 km SE of Khorugh, Tajikistan",37.297,71.8868,198.83,4.3,284,nan,AFG,2020-07-01,04:43:04.161000,light
641063,us7000afky,2020-07-01 04:43:04.161,"36 km SE of Khorugh, Tajikistan",37.297,71.8868,198.83,4.3,284,nan,TJK,2020-07-01,04:43:04.161000,light
720119,us7000afky,2020-07-01 04:43:04.161,"36 km SE of Khorugh, Tajikistan",37.297,71.8868,198.83,4.3,284,nan,UZB,2020-07-01,04:43:04.161000,light
572807,us7000aflz,2020-07-01 05:39:45.163,"60 km NW of Finschhafen, Papua New Guinea",-6.221,147.4128,64.99,4.8,354,nan,PNG,2020-07-01,05:39:45.163000,light
236981,us7000afmd,2020-07-01 06:06:44.360,"34 km WSW of Taounate, Morocco",34.3852,-4.9715,10.0,4.5,312,nan,DZA,2020-07-01,06:06:44.360000,light
245489,us7000afmd,2020-07-01 06:06:44.360,"34 km WSW of Taounate, Morocco",34.3852,-4.9715,10.0,4.5,312,nan,ESP,2020-07-01,06:06:44.360000,light
432234,us7000afmd,2020-07-01 06:06:44.360,"34 km WSW of Taounate, Morocco",34.3852,-4.9715,10.0,4.5,312,nan,MAR,2020-07-01,06:06:44.360000,light
75612,us7000afnu,2020-07-01 07:38:21.083,"32 km NE of Port-Olry, Vanuatu",-14.8612,167.3086,123.78,4.9,369,nan,AUS,2020-07-01,07:38:21.083000,light
734013,us7000afnu,2020-07-01 07:38:21.083,"32 km NE of Port-Olry, Vanuatu",-14.8612,167.3086,123.78,4.9,369,nan,VUT,2020-07-01,07:38:21.083000,light
578374,pr2020183000,2020-07-01 07:50:21.060,"3 km SW of Guánica, Puerto Rico",17.9473,-66.9281,9.0,3.23,162,nan,PRI,2020-07-01,07:50:21.060000,minor
343410,us7000afpq,2020-07-01 08:43:45.520,"294 km NE of Lospalos, Timor Leste",-6.9958,129.1848,174.25,4.4,298,nan,IDN,2020-07-01,08:43:45.520000,light
420289,us7000ajx8,2020-07-01 08:45:17.542,"Bonin Islands, Japan region",26.4579,141.6734,30.32,4.6,326,nan,JPN,2020-07-01,08:45:17.542000,light
420290,us7000afrn,2020-07-01 09:25:02.620,"15 km NE of ?hara, Japan",35.3453,140.5209,46.4,4.7,346,nan,JPN,2020-07-01,09:25:02.620000,light
517720,us7000ajxd,2020-07-01 09:36:29.475,south of the Kermadec Islands,-33.9235,-177.9725,10.0,4.2,271,nan,NZL,2020-07-01,09:36:29.475000,light
578375,pr2020183004,2020-07-01 13:44:00.030,"2 km N of Indios, Puerto Rico",18.0138,-66.8198,14.0,3.05,145,nan,PRI,2020-07-01,13:44:00.030000,minor
452267,us7000afvr,2020-07-01 14:31:50.442,"22 km SE of Crucecita, Mexico",15.6277,-95.9847,10.0,4.5,312,nan,MEX,2020-07-01,14:31:50.442000,light
213988,us7000afvy,2020-07-01 14:42:27.382,"116 km ESE of Nookat, Kyrgyzstan",39.7969,73.8388,10.0,4.5,312,nan,CHN,2020-07-01,14:42:27.382000,light
429472,us7000afvy,2020-07-01 14:42:27.382,"116 km ESE of Nookat, Kyrgyzstan",39.7969,73.8388,10.0,4.5,312,nan,KGZ,2020-07-01,14:42:27.382000,light
641064,us7000afvy,2020-07-01 14:42:27.382,"116 km ESE of Nookat, Kyrgyzstan",39.7969,73.8388,10.0,4.5,312,nan,TJK,2020-07-01,14:42:27.382000,light
75613,us7000agag,2020-07-01 14:58:28.084,"59 km SW of Lakatoro, Vanuatu",-16.475,167.0157,10.0,4.8,354,nan,AUS,2020-07-01,14:58:28.084000,light
734014,us7000agag,2020-07-01 14:58:28.084,"59 km SW of Lakatoro, Vanuatu",-16.475,167.0157,10.0,4.8,354,nan,VUT,2020-07-01,14:58:28.084000,light
578376,pr2020183005,2020-07-01 15:13:52.890,"4 km SSW of Indios, Puerto Rico",17.9571,-66.8285,14.0,3.06,144,nan,PRI,2020-07-01,15:13:52.890000,minor
611799,us7000am44,2020-07-01 15:32:25.762,"275 km WSW of Adak, Alaska",51.3112,179.4942,55.02,3.3,168,nan,RUS,2020-07-01,15:32:25.762000,minor
517721,us7000ajxs,2020-07-01 16:16:47.429,south of the Kermadec Islands,-33.7777,-178.6417,10.0,4.4,298,nan,NZL,2020-07-01,16:16:47.429000,light
133398,us7000afyy,2020-07-01 16:40:11.264,"13 km SW of Stanley, Idaho",44.136,-115.0703,10.0,3.1,148,nan,CAN,2020-07-01,16:40:11.264000,minor
714559,us7000afyy,2020-07-01 16:40:11.264,"13 km SW of Stanley, Idaho",44.136,-115.0703,10.0,3.1,148,nan,USA,2020-07-01,16:40:11.264000,minor
213989,us7000ag3n,2020-07-01 19:22:34.557,"62 km NE of Yonakuni, Japan",24.9162,123.3679,11.5,4.6,326,nan,CHN,2020-07-01,19:22:34.557000,light
