,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
32018,usp000eb2k,2006-03-01 00:11:57.300,"54 km WNW of La Ligua, Chile",-32.212,-71.735,28.7,3.5,188,nan,ARG,2006-03-01,00:11:57.300000,minor
105894,usp000eb2k,2006-03-01 00:11:57.300,"54 km WNW of La Ligua, Chile",-32.212,-71.735,28.7,3.5,188,nan,BRA,2006-03-01,00:11:57.300000,minor
157091,usp000eb2k,2006-03-01 00:11:57.300,"54 km WNW of La Ligua, Chile",-32.212,-71.735,28.7,3.5,188,nan,CHL,2006-03-01,00:11:57.300000,minor
495397,usp000eb2k,2006-03-01 00:11:57.300,"54 km WNW of La Ligua, Chile",-32.212,-71.735,28.7,3.5,188,nan,NZL,2006-03-01,00:11:57.300000,minor
195426,usp000eb2m,2006-03-01 00:13:41.680,western Xizang,35.31,89.604,10.0,4.2,271,nan,CHN,2006-03-01,00:13:41.680000,light
358400,usp000eb2m,2006-03-01 00:13:41.680,western Xizang,35.31,89.604,10.0,4.2,271,nan,IND,2006-03-01,00:13:41.680000,light
368098,usp000eb2n,2006-03-01 00:57:21.300,"102 km NW of Bandar Abbas, Iran",27.875,55.593,0.0,3.0,138,nan,IRN,2006-03-01,00:57:21.300000,minor
617082,usp000eb2n,2006-03-01 00:57:21.300,"102 km NW of Bandar Abbas, Iran",27.875,55.593,0.0,3.0,138,nan,SAU,2006-03-01,00:57:21.300000,minor
11190,usp000eb2p,2006-03-01 01:34:38.420,"7 km SSW of Berat, Albania",40.64,19.934,0.0,3.7,211,nan,ALB,2006-03-01,01:34:38.420000,minor
270357,usp000eb2p,2006-03-01 01:34:38.420,"7 km SSW of Berat, Albania",40.64,19.934,0.0,3.7,211,nan,GRC,2006-03-01,01:34:38.420000,minor
32019,usp000eb2r,2006-03-01 01:55:16.700,"27 km W of Calingasta, Argentina",-31.375,-69.705,164.4,3.3,168,nan,ARG,2006-03-01,01:55:16.700000,minor
105895,usp000eb2r,2006-03-01 01:55:16.700,"27 km W of Calingasta, Argentina",-31.375,-69.705,164.4,3.3,168,nan,BRA,2006-03-01,01:55:16.700000,minor
