,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
78314,us6000lbz6,2023-10-01 00:18:40.619,"260 km S of Kencong, Indonesia",-10.6211,113.1065,10.0,4.7,340,nan,AUS,2023-10-01,00:18:40.619000,light
350426,us6000lbz6,2023-10-01 00:18:40.619,"260 km S of Kencong, Indonesia",-10.6211,113.1065,10.0,4.7,340,nan,IDN,2023-10-01,00:18:40.619000,light
123386,us6000ld60,2023-10-01 01:45:22.074,"48 km SE of Atico, Peru",-16.5209,-73.3057,64.423,4.5,312,nan,BRA,2023-10-01,01:45:22.074000,light
541828,us6000ld60,2023-10-01 01:45:22.074,"48 km SE of Atico, Peru",-16.5209,-73.3057,64.423,4.5,312,nan,PER,2023-10-01,01:45:22.074000,light
53893,us6000ld77,2023-10-01 02:34:58.084,Mid-Indian Ridge,-11.3432,66.4056,10.0,4.4,298,nan,ATF,2023-10-01,02:34:58.084000,light
664236,us6000ld61,2023-10-01 02:40:06.812,"298 km W of Houma, Tonga",-21.4299,-178.1703,379.969,4.3,284,nan,TON,2023-10-01,02:40:06.812000,light
218535,us6000ld62,2023-10-01 03:03:30.309,"84 km ESE of Katsuren-haebaru, Japan",25.9872,128.6272,10.0,4.5,312,nan,CHN,2023-10-01,03:03:30.309000,light
424460,us6000ld62,2023-10-01 03:03:30.309,"84 km ESE of Katsuren-haebaru, Japan",25.9872,128.6272,10.0,4.5,312,nan,JPN,2023-10-01,03:03:30.309000,light
350427,us6000lc08,2023-10-01 04:00:24.335,"16 km W of Sukabumi, Indonesia",-6.9332,106.7791,113.044,5.3,436,nan,IDN,2023-10-01,04:00:24.335000,moderate
424461,us6000ld79,2023-10-01 04:05:51.822,"Izu Islands, Japan region",30.8103,142.0362,10.0,4.5,312,nan,JPN,2023-10-01,04:05:51.822000,light
424462,us6000lc0v,2023-10-01 04:25:50.519,"43 km NE of Onagawa Chō, Japan",38.6724,141.8597,59.662,4.5,312,nan,JPN,2023-10-01,04:25:50.519000,light
