,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
713456,nc73284360,2019-10-01 00:09:05.370,"20km WNW of Fort Bragg, CA",39.539,-123.998,10.39,3.49,234,nan,USA,2019-10-01,00:09:05.370000,minor
213115,us70005p6j,2019-10-01 02:17:51.347,"78 km ENE of Donggang, Taiwan",22.7243,121.1649,17.02,4.4,298,nan,CHN,2019-10-01,02:17:51.347000,light
684198,us70005p6j,2019-10-01 02:17:51.347,"78 km ENE of Donggang, Taiwan",22.7243,121.1649,17.02,4.4,298,nan,TWN,2019-10-01,02:17:51.347000,light
572448,us70005t1w,2019-10-01 02:26:33.763,"173 km SE of Kandrian, Papua New Guinea",-7.2738,150.7004,10.0,4.6,326,nan,PNG,2019-10-01,02:26:33.763000,light
286068,us70005p6p,2019-10-01 02:45:35.479,"17 km SSW of Nueva Concepción, Guatemala",14.0473,-91.3567,49.54,4.3,286,nan,GTM,2019-10-01,02:45:35.479000,light
611143,us70005t21,2019-10-01 02:50:52.305,"258 km W of Adak, Alaska",52.2914,179.6501,168.14,4.2,271,nan,RUS,2019-10-01,02:50:52.305000,light
287490,us70005p6u,2019-10-01 03:06:29.541,"41 km S of La Libertad, El Salvador",13.1092,-89.333,68.12,4.3,285,nan,HND,2019-10-01,03:06:29.541000,light
634934,us70005p6u,2019-10-01 03:06:29.541,"41 km S of La Libertad, El Salvador",13.1092,-89.333,68.12,4.3,285,nan,SLV,2019-10-01,03:06:29.541000,light
341787,us70005p74,2019-10-01 03:59:55.184,"98 km N of Lospalos, Timor Leste",-7.6404,126.8797,192.43,4.3,284,nan,IDN,2019-10-01,03:59:55.184000,light
44363,us70005p77,2019-10-01 04:26:18.208,"78 km W of El Aguilar, Argentina",-23.1611,-66.4472,211.28,4.4,298,nan,ARG,2019-10-01,04:26:18.208000,light
119625,us70005p77,2019-10-01 04:26:18.208,"78 km W of El Aguilar, Argentina",-23.1611,-66.4472,211.28,4.4,298,nan,BRA,2019-10-01,04:26:18.208000,light
173748,us70005p77,2019-10-01 04:26:18.208,"78 km W of El Aguilar, Argentina",-23.1611,-66.4472,211.28,4.4,298,nan,CHL,2019-10-01,04:26:18.208000,light
516902,us70005p7u,2019-10-01 05:16:38.856,"38 km SE of Wairoa, New Zealand",-39.2281,177.736,10.0,5.1,408,green,NZL,2019-10-01,05:16:38.856000,moderate
419420,us70005t22,2019-10-01 06:28:54.934,"45 km ESE of Shizunai-furukawach?, Japan",42.2458,142.9031,71.54,4.5,312,nan,JPN,2019-10-01,06:28:54.934000,light
611144,us70005t22,2019-10-01 06:28:54.934,"45 km ESE of Shizunai-furukawach?, Japan",42.2458,142.9031,71.54,4.5,312,nan,RUS,2019-10-01,06:28:54.934000,light
419421,us70005p89,2019-10-01 06:32:20.033,"Volcano Islands, Japan region",22.7595,144.2336,43.12,4.9,369,nan,JPN,2019-10-01,06:32:20.033000,light
713457,us70005p8j,2019-10-01 07:14:44.211,"19 km N of Snyder, Texas",32.8939,-100.8895,5.0,3.8,234,green,USA,2019-10-01,07:14:44.211000,minor
75067,us70005p9h,2019-10-01 07:41:53.727,Broken Ridge,-32.4998,79.9795,10.0,5.3,432,nan,AUS,2019-10-01,07:41:53.727000,moderate
516903,us70005p9h,2019-10-01 07:41:53.727,Broken Ridge,-32.4998,79.9795,10.0,5.3,432,nan,NZL,2019-10-01,07:41:53.727000,moderate
725824,pr2019274015,2019-10-01 08:17:05.570,"18 km ESE of Cruz Bay, U.S. Virgin Islands",18.2686,-64.633,50.0,3.13,151,nan,VGB,2019-10-01,08:17:05.570000,minor
726054,pr2019274015,2019-10-01 08:17:05.570,"18 km ESE of Cruz Bay, U.S. Virgin Islands",18.2686,-64.633,50.0,3.13,151,nan,VIR,2019-10-01,08:17:05.570000,minor
451997,us70005p9k,2019-10-01 08:21:50.726,"8 km SSW of Mansfield, Texas",32.4911,-97.1714,5.0,3.2,231,nan,MEX,2019-10-01,08:21:50.726000,minor
713458,us70005p9k,2019-10-01 08:21:50.726,"8 km SSW of Mansfield, Texas",32.4911,-97.1714,5.0,3.2,231,nan,USA,2019-10-01,08:21:50.726000,minor
660350,us70005t24,2019-10-01 09:31:29.101,"271 km S of ‘Ohonua, Tonga",-23.7751,-174.6828,10.0,4.6,326,nan,TON,2019-10-01,09:31:29.101000,light
44364,us70005pab,2019-10-01 09:46:41.018,"46 km SSE of Caucete, Argentina",-32.0157,-68.0469,10.0,4.6,326,nan,ARG,2019-10-01,09:46:41.018000,light
119626,us70005pab,2019-10-01 09:46:41.018,"46 km SSE of Caucete, Argentina",-32.0157,-68.0469,10.0,4.6,326,nan,BRA,2019-10-01,09:46:41.018000,light
173749,us70005pab,2019-10-01 09:46:41.018,"46 km SSE of Caucete, Argentina",-32.0157,-68.0469,10.0,4.6,326,nan,CHL,2019-10-01,09:46:41.018000,light
516904,us70005pab,2019-10-01 09:46:41.018,"46 km SSE of Caucete, Argentina",-32.0157,-68.0469,10.0,4.6,326,nan,NZL,2019-10-01,09:46:41.018000,light
735366,us70005t27,2019-10-01 10:27:06.908,"31 km N of Leava, Wallis and Futuna",-14.0103,-178.1778,10.0,4.4,298,nan,WLF,2019-10-01,10:27:06.908000,light
451998,us70005paw,2019-10-01 11:26:57.562,"11 km SE of Corralero, Mexico",16.1597,-98.126,10.0,4.2,271,nan,MEX,2019-10-01,11:26:57.562000,light
341788,us70005paz,2019-10-01 11:42:54.132,"243 km SE of Amahai, Indonesia",-4.8321,130.5267,86.29,4.5,312,nan,IDN,2019-10-01,11:42:54.132000,light
725825,pr2019274034,2019-10-01 11:51:47.240,"19 km E of Cruz Bay, U.S. Virgin Islands",18.3106,-64.6101,19.0,3.14,152,nan,VGB,2019-10-01,11:51:47.240000,minor
726055,pr2019274034,2019-10-01 11:51:47.240,"19 km E of Cruz Bay, U.S. Virgin Islands",18.3106,-64.6101,19.0,3.14,152,nan,VIR,2019-10-01,11:51:47.240000,minor
713459,ci39103680,2019-10-01 13:11:08.620,"16km NNE of Ridgecrest, CA",35.7436667,-117.5928333,5.86,3.59,260,nan,USA,2019-10-01,13:11:08.620000,minor
225034,us70005t2i,2019-10-01 13:53:05.398,"197 km SSE of Cambutal, Panama",5.6463,-79.7302,10.0,4.4,298,nan,COL,2019-10-01,13:53:05.398000,light
660351,us70005t2c,2019-10-01 15:00:53.359,"267 km E of Levuka, Fiji",-17.8787,-178.1656,554.46,4.4,298,nan,TON,2019-10-01,15:00:53.359000,light
419422,us70005t2e,2019-10-01 17:15:34.969,"11 km NNW of Kanaya, Japan",34.9168,138.0806,27.62,4.4,298,nan,JPN,2019-10-01,17:15:34.969000,light
419423,us70005t2f,2019-10-01 17:54:56.299,"Bonin Islands, Japan region",28.9352,139.3583,471.38,4.1,259,nan,JPN,2019-10-01,17:54:56.299000,light
44365,us70005phg,2019-10-01 19:23:46.490,"85 km NW of San Antonio de los Cobres, Argentina",-23.6769,-66.9243,204.75,4.6,326,nan,ARG,2019-10-01,19:23:46.490000,light
119627,us70005phg,2019-10-01 19:23:46.490,"85 km NW of San Antonio de los Cobres, Argentina",-23.6769,-66.9243,204.75,4.6,326,nan,BRA,2019-10-01,19:23:46.490000,light
173750,us70005phg,2019-10-01 19:23:46.490,"85 km NW of San Antonio de los Cobres, Argentina",-23.6769,-66.9243,204.75,4.6,326,nan,CHL,2019-10-01,19:23:46.490000,light
232906,pr2019274043,2019-10-01 19:46:29.220,"21 km SSW of San Rafael del Yuma, Dominican Republic",18.262,-68.7735,138.0,3.27,165,nan,DOM,2019-10-01,19:46:29.220000,minor
75068,usd000b35a,2019-10-01 19:57:09.995,Macquarie Island region,-55.2581,158.5515,10.0,5.5,465,green,AUS,2019-10-01,19:57:09.995000,moderate
611145,us70005t2l,2019-10-01 20:47:12.872,"237 km SE of Ust’-Kamchatsk Staryy, Russia",55.0623,165.6387,10.0,4.0,246,nan,RUS,2019-10-01,20:47:12.872000,light
341789,us70005t2t,2019-10-01 21:48:12.362,"62 km NE of Pototano, Indonesia",-8.0817,117.9449,10.0,4.4,298,nan,IDN,2019-10-01,21:48:12.362000,light
75069,us70005t2p,2019-10-01 22:51:05.536,South Indian Ocean,-24.9292,91.7567,10.0,4.4,298,nan,AUS,2019-10-01,22:51:05.536000,light
713460,nn00705995,2019-10-01 23:35:54.772,"43 km SE of Lamoille, Nevada",40.4251,-115.1547,7.6,3.1,148,nan,USA,2019-10-01,23:35:54.772000,minor
419424,us70005pne,2019-10-02 01:43:14.822,"222 km ESE of Yamada, Japan",39.0662,144.4714,10.0,4.8,354,nan,JPN,2019-10-02,01:43:14.822000,light
133043,us70005pnm,2019-10-02 02:47:27.846,off the coast of Oregon,44.4058,-128.9564,10.0,3.9,235,nan,CAN,2019-10-02,02:47:27.846000,minor
8370,us70005pnv,2019-10-02 03:23:49.912,"17 km ESE of Farkh?r, Afghanistan",36.5274,70.0431,225.79,4.4,298,nan,AFG,2019-10-02,03:23:49.912000,light
529763,us70005pnv,2019-10-02 03:23:49.912,"17 km ESE of Farkh?r, Afghanistan",36.5274,70.0431,225.79,4.4,298,nan,PAK,2019-10-02,03:23:49.912000,light
44366,us70005ppg,2019-10-02 04:35:14.388,"68 km W of Constitución, Chile",-35.3884,-73.1578,10.0,4.3,284,nan,ARG,2019-10-02,04:35:14.388000,light
173751,us70005ppg,2019-10-02 04:35:14.388,"68 km W of Constitución, Chile",-35.3884,-73.1578,10.0,4.3,284,nan,CHL,2019-10-02,04:35:14.388000,light
516905,us70005ppg,2019-10-02 04:35:14.388,"68 km W of Constitución, Chile",-35.3884,-73.1578,10.0,4.3,284,nan,NZL,2019-10-02,04:35:14.388000,light
419425,us70005tdx,2019-10-02 04:39:07.396,"66 km ENE of Namie, Japan",37.7771,141.659,35.0,4.5,312,nan,JPN,2019-10-02,04:39:07.396000,light
713461,nc73285085,2019-10-02 06:26:49.050,"21km ESE of Kettleman City, CA",35.949,-119.7438333,20.28,3.02,140,nan,USA,2019-10-02,06:26:49.050000,minor
