,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
618845,usp0005btd,1992-08-01 01:32:50.840,South Sandwich Islands region,-56.211,-26.537,33.0,4.8,354,nan,SGS,1992-08-01,01:32:50.840000,light
382719,usp0005btf,1992-08-01 03:26:38.570,"13 km SW of Shizukuishi, Japan",39.608,140.881,87.1,4.3,284,nan,JPN,1992-08-01,03:26:38.570000,light
382720,usp0005btj,1992-08-01 03:57:10.320,"146 km E of Miyako, Japan",39.654,143.652,33.0,4.1,259,nan,JPN,1992-08-01,03:57:10.320000,light
471621,usp0005btk,1992-08-01 04:33:03.970,"34 km ENE of Maketu, New Zealand",-37.646,176.806,10.0,3.7,211,nan,NZL,1992-08-01,04:33:03.970000,minor
690734,ci3049458,1992-08-01 04:57:06.930,"4km E of Yucca Valley, California",34.12,-116.394,0.407,3.3,168,nan,USA,1992-08-01,04:57:06.930000,minor
690735,usp0005btn,1992-08-01 05:03:12.090,"13 km WSW of Grand Canyon Village, Arizona",36.017,-112.301,5.0,3.2,158,nan,USA,1992-08-01,05:03:12.090000,minor
643815,usp0005btq,1992-08-01 06:06:45.380,"255 km E of Levuka, Fiji",-18.28,-178.281,632.2,5.5,465,nan,TON,1992-08-01,06:06:45.380000,moderate
643816,usp0005btr,1992-08-01 06:10:34.640,"273 km E of Levuka, Fiji",-18.184,-178.1,645.3,4.8,354,nan,TON,1992-08-01,06:10:34.640000,light
643817,usp0005bts,1992-08-01 06:18:02.740,"235 km E of Levuka, Fiji",-18.151,-178.456,624.6,4.8,354,nan,TON,1992-08-01,06:18:02.740000,light
643818,usp0005btu,1992-08-01 06:42:19.620,Fiji region,-17.405,-177.216,606.9,5.0,385,nan,TON,1992-08-01,06:42:19.620000,moderate
180927,usp0005btw,1992-08-01 06:46:51.640,"39 km NW of Mawu, China",34.659,104.596,10.0,4.3,284,nan,CHN,1992-08-01,06:46:51.640000,light
690736,ci3049510,1992-08-01 08:38:16.460,"16km NNE of Thousand Palms, California",33.947,-116.311,3.719,3.01,139,nan,USA,1992-08-01,08:38:16.460000,minor
180928,usp0005bu0,1992-08-01 09:00:38.670,"7 km SW of Tarumizu, Japan",31.431,130.644,130.0,4.6,326,nan,CHN,1992-08-01,09:00:38.670000,light
382721,usp0005bu0,1992-08-01 09:00:38.670,"7 km SW of Tarumizu, Japan",31.431,130.644,130.0,4.6,326,nan,JPN,1992-08-01,09:00:38.670000,light
293054,usp0005bu5,1992-08-01 12:10:47.310,"27 km SSE of Bima, Indonesia",-8.675,118.857,33.0,3.9,234,nan,IDN,1992-08-01,12:10:47.310000,minor
