,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
291332,usp0004a04,1990-06-01 01:00:35.760,"57 km WSW of Singkil, Indonesia",2.107,97.308,33.0,4.8,354,nan,IDN,1990-06-01,01:00:35.760000,light
381253,usp0004a05,1990-06-01 01:22:11.590,"near the east coast of Honshu, Japan",35.522,140.339,67.0,6.3,611,nan,JPN,1990-06-01,01:22:11.590000,strong
225942,usp0004a08,1990-06-01 03:28:20.790,Costa Rica,10.091,-84.353,33.0,4.3,284,nan,CRI,1990-06-01,03:28:20.790000,light
430230,usp0004a09,1990-06-01 04:45:09.980,"7 km WSW of Soufrière, Saint Lucia",13.822,-61.113,10.0,3.3,168,nan,LCA,1990-06-01,04:45:09.980000,minor
720667,usp0004a09,1990-06-01 04:45:09.980,"7 km WSW of Soufrière, Saint Lucia",13.822,-61.113,10.0,3.3,168,nan,VEN,1990-06-01,04:45:09.980000,minor
557936,usp0004a0a,1990-06-01 04:45:49.850,"159 km N of Finschhafen, Papua New Guinea",-5.119,147.722,33.0,5.5,465,nan,PNG,1990-06-01,04:45:49.850000,moderate
251713,usp0004a0b,1990-06-01 07:05:52.730,"26 km SSW of Lithakiá, Greece",37.497,20.712,10.0,3.8,222,nan,GRC,1990-06-01,07:05:52.730000,minor
251714,usp0004a0h,1990-06-01 09:46:50.110,"46 km WSW of Psará, Greece",38.327,25.109,10.0,3.1,148,nan,GRC,1990-06-01,09:46:50.110000,minor
54786,usp0004a0k,1990-06-01 10:02:46.650,"70 km NE of Norsup, Vanuatu",-15.697,167.938,192.5,4.8,354,nan,AUS,1990-06-01,10:02:46.650000,light
726371,usp0004a0k,1990-06-01 10:02:46.650,"70 km NE of Norsup, Vanuatu",-15.697,167.938,192.5,4.8,354,nan,VUT,1990-06-01,10:02:46.650000,light
291333,usp0004a0p,1990-06-01 10:29:37.580,"279 km N of Tobelo, Indonesia",4.244,128.281,160.0,4.9,369,nan,IDN,1990-06-01,10:29:37.580000,light
532047,usp0004a0r,1990-06-01 10:59:24.610,"5 km NE of Moyobamba, Peru",-6.004,-76.931,10.0,4.1,259,nan,PER,1990-06-01,10:59:24.610000,light
582121,usp0004a0z,1990-06-01 14:05:33.140,"120 km W of Attu Station, Alaska",52.82,171.405,33.0,4.9,369,nan,RUS,1990-06-01,14:05:33.140000,light
87079,usp0004a12,1990-06-01 16:16:21.920,central Mid-Atlantic Ridge,3.621,-31.551,10.0,4.7,340,nan,BRA,1990-06-01,16:16:21.920000,light
87080,usp0004a13,1990-06-01 16:17:32.430,central Mid-Atlantic Ridge,2.547,-31.528,10.0,4.7,340,nan,BRA,1990-06-01,16:17:32.430000,light
179091,usp0004a14,1990-06-01 16:43:31.020,"48 km E of Hualien City, Taiwan",23.919,122.078,10.0,4.0,246,nan,CHN,1990-06-01,16:43:31.020000,light
677885,usp0004a14,1990-06-01 16:43:31.020,"48 km E of Hualien City, Taiwan",23.919,122.078,10.0,4.0,246,nan,TWN,1990-06-01,16:43:31.020000,light
470318,usp0004a15,1990-06-01 16:49:35.730,"Kermadec Islands, New Zealand",-29.455,-178.867,33.0,5.3,432,nan,NZL,1990-06-01,16:49:35.730000,moderate
87081,usp0004a18,1990-06-01 18:05:57.210,"0 km SSE of Santa Lucía, Peru",-15.703,-70.605,216.1,4.1,259,nan,BRA,1990-06-01,18:05:57.210000,light
532048,usp0004a18,1990-06-01 18:05:57.210,"0 km SSE of Santa Lucía, Peru",-15.703,-70.605,216.1,4.1,259,nan,PER,1990-06-01,18:05:57.210000,light
291334,usp0004a1a,1990-06-01 18:14:58.640,"105 km SSE of Nabire, Indonesia",-4.279,135.759,33.0,4.9,369,nan,IDN,1990-06-01,18:14:58.640000,light
179092,usp0004a1f,1990-06-01 19:56:36.120,"77 km N of Kunming, China",25.729,102.839,10.0,3.8,222,nan,CHN,1990-06-01,19:56:36.120000,minor
78690,usp0004a1g,1990-06-01 20:21:27.340,"1 km SW of Molln, Austria",47.877,14.248,7.5,3.7,211,nan,AUT,1990-06-01,20:21:27.340000,minor
229160,usp0004a1g,1990-06-01 20:21:27.340,"1 km SW of Molln, Austria",47.877,14.248,7.5,3.7,211,nan,DEU,1990-06-01,20:21:27.340000,minor
54787,usp0004a1p,1990-06-01 23:26:20.410,"289 km SSW of Sidareja, Indonesia",-10.021,108.128,33.0,4.9,369,nan,AUS,1990-06-01,23:26:20.410000,light
291335,usp0004a1p,1990-06-01 23:26:20.410,"289 km SSW of Sidareja, Indonesia",-10.021,108.128,33.0,4.9,369,nan,IDN,1990-06-01,23:26:20.410000,light
179093,usp0004a1r,1990-06-02 00:32:35.020,"127 km NE of Nagqu, China",32.434,92.802,12.9,5.2,416,nan,CHN,1990-06-02,00:32:35.020000,moderate
351646,usp0004a1r,1990-06-02 00:32:35.020,"127 km NE of Nagqu, China",32.434,92.802,12.9,5.2,416,nan,IND,1990-06-02,00:32:35.020000,moderate
291336,usp0004a1z,1990-06-02 04:57:57.020,"68 km NNW of Gorontalo, Indonesia",1.081,122.776,33.8,5.5,465,nan,IDN,1990-06-02,04:57:57.020000,moderate
54788,usp0004a20,1990-06-02 05:40:48.260,"292 km SSW of Sidareja, Indonesia",-10.057,108.182,33.0,4.8,354,nan,AUS,1990-06-02,05:40:48.260000,light
291337,usp0004a20,1990-06-02 05:40:48.260,"292 km SSW of Sidareja, Indonesia",-10.057,108.182,33.0,4.8,354,nan,IDN,1990-06-02,05:40:48.260000,light
582122,usp0004a24,1990-06-02 07:06:12.970,"133 km SSW of Ust’-Kamchatsk Staryy, Russia",55.071,161.941,33.0,4.8,354,nan,RUS,1990-06-02,07:06:12.970000,light
251715,usp0004a29,1990-06-02 09:16:58.640,"4 km SE of Lithakiá, Greece",37.688,20.865,10.0,3.6,199,nan,GRC,1990-06-02,09:16:58.640000,minor
225943,usp0004a2c,1990-06-02 12:39:02.420,Costa Rica,8.122,-83.401,33.0,4.5,312,nan,CRI,1990-06-02,12:39:02.420000,light
574763,usp0004a2d,1990-06-02 13:02:04.960,"6 km ESE of Szlichtyngowa, Poland",51.696,16.328,10.0,3.6,199,nan,POL,1990-06-02,13:02:04.960000,minor
687997,usp0004a2e,1990-06-02 13:58:18.100,Nevada,41.203,-119.847,10.0,3.1,148,nan,USA,1990-06-02,13:58:18.100000,minor
246817,usp0004a2g,1990-06-02 14:33:11.500,"0 km NE of Le Pêchereau, France",46.581,1.552,10.0,3.5,188,nan,FRA,1990-06-02,14:33:11.500000,minor
240197,usp0004a2h,1990-06-02 14:43:16.880,"1 km SE of Irun, Spain",43.328,-1.772,10.0,3.0,138,nan,ESP,1990-06-02,14:43:16.880000,minor
246818,usp0004a2h,1990-06-02 14:43:16.880,"1 km SE of Irun, Spain",43.328,-1.772,10.0,3.0,138,nan,FRA,1990-06-02,14:43:16.880000,minor
219449,usp0004a2r,1990-06-02 20:07:23.520,"67 km NW of Juba, South Sudan",5.36,31.241,10.0,4.4,298,nan,COD,1990-06-02,20:07:23.520000,light
532049,usp0004a2v,1990-06-03 00:55:16.270,"8 km N of Rioja, Peru",-5.976,-77.164,37.9,4.8,354,nan,PER,1990-06-03,00:55:16.270000,light
251716,usp0004a2w,1990-06-03 01:20:52.170,"12 km SW of Lithakiá, Greece",37.639,20.733,18.7,3.6,199,nan,GRC,1990-06-03,01:20:52.170000,minor
220191,usp0004a2z,1990-06-03 02:49:25.320,"77 km NNE of Kusapín, Panama",9.804,-81.559,10.0,4.3,284,nan,COL,1990-06-03,02:49:25.320000,light
530845,usp0004a2z,1990-06-03 02:49:25.320,"77 km NNE of Kusapín, Panama",9.804,-81.559,10.0,4.3,284,nan,PAN,1990-06-03,02:49:25.320000,light
291338,usp0004a30,1990-06-03 03:50:34.710,"50 km SSE of Pelabuhanratu, Indonesia",-7.424,106.688,33.0,4.7,340,nan,IDN,1990-06-03,03:50:34.710000,light
720668,usp0004a32,1990-06-03 05:54:06.520,"16 km ESE of Güiria, Venezuela",10.533,-62.154,71.5,3.1,148,nan,VEN,1990-06-03,05:54:06.520000,minor
532050,usp0004a33,1990-06-03 07:57:28.030,"8 km ENE of Rioja, Peru",-6.041,-77.095,37.8,4.7,340,nan,PER,1990-06-03,07:57:28.030000,light
240198,usp0004a34,1990-06-03 08:52:16.170,"138 km W of Peniche, Portugal",39.362,-10.989,10.0,3.3,168,nan,ESP,1990-06-03,08:52:16.170000,minor
579422,usp0004a34,1990-06-03 08:52:16.170,"138 km W of Peniche, Portugal",39.362,-10.989,10.0,3.3,168,nan,PRT,1990-06-03,08:52:16.170000,minor
80298,usp0004a38,1990-06-03 11:39:11.980,"8 km NNE of Maslovare, Bosnia and Herzegovina",44.636,17.577,10.0,4.6,326,nan,BIH,1990-06-03,11:39:11.980000,light
287720,usp0004a38,1990-06-03 11:39:11.980,"8 km NNE of Maslovare, Bosnia and Herzegovina",44.636,17.577,10.0,4.6,326,nan,HRV,1990-06-03,11:39:11.980000,light
374329,usp0004a38,1990-06-03 11:39:11.980,"8 km NNE of Maslovare, Bosnia and Herzegovina",44.636,17.577,10.0,4.6,326,nan,ITA,1990-06-03,11:39:11.980000,light
687998,nc158728,1990-06-03 12:49:27.570,"2 km ESE of Aromas, California",36.8846667,-121.6205,6.888,3.18,156,nan,USA,1990-06-03,12:49:27.570000,minor
686094,usp0004a3b,1990-06-03 12:49:43.960,"32 km NW of Apac, Uganda",2.193,32.336,10.0,4.7,340,nan,UGA,1990-06-03,12:49:43.960000,light
542323,usp0004a3e,1990-06-03 13:33:14.700,"7 km SSW of Taytayan, Philippines",7.67,126.483,33.0,3.8,222,nan,PHL,1990-06-03,13:33:14.700000,minor
135151,usp0004a3h,1990-06-03 14:56:49.630,West Chile Rise,-42.474,-82.642,10.0,5.0,385,nan,CHL,1990-06-03,14:56:49.630000,moderate
470319,usp0004a3h,1990-06-03 14:56:49.630,West Chile Rise,-42.474,-82.642,10.0,5.0,385,nan,NZL,1990-06-03,14:56:49.630000,moderate
80299,usp0004a3j,1990-06-03 15:19:47.280,"3 km NNW of Pribini?, Bosnia and Herzegovina",44.64,17.68,5.0,3.1,148,nan,BIH,1990-06-03,15:19:47.280000,minor
287721,usp0004a3j,1990-06-03 15:19:47.280,"3 km NNW of Pribini?, Bosnia and Herzegovina",44.64,17.68,5.0,3.1,148,nan,HRV,1990-06-03,15:19:47.280000,minor
374330,usp0004a3j,1990-06-03 15:19:47.280,"3 km NNW of Pribini?, Bosnia and Herzegovina",44.64,17.68,5.0,3.1,148,nan,ITA,1990-06-03,15:19:47.280000,minor
134505,usp0004a3q,1990-06-03 19:23:55.450,"7 km NW of Savièse, Switzerland",46.304,7.281,9.6,3.0,138,nan,CHE,1990-06-03,19:23:55.450000,minor
246819,usp0004a3q,1990-06-03 19:23:55.450,"7 km NW of Savièse, Switzerland",46.304,7.281,9.6,3.0,138,nan,FRA,1990-06-03,19:23:55.450000,minor
374331,usp0004a3q,1990-06-03 19:23:55.450,"7 km NW of Savièse, Switzerland",46.304,7.281,9.6,3.0,138,nan,ITA,1990-06-03,19:23:55.450000,minor
78691,usp0004a3t,1990-06-03 19:54:27.680,"6 km NW of Moggio di Sotto, Italy",46.443,13.135,10.0,3.0,138,nan,AUT,1990-06-03,19:54:27.680000,minor
