,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
687790,ci140820,1990-03-01 00:02:04.170,"4km N of Claremont, CA",34.13,-117.714,5.622,3.22,160,nan,USA,1990-03-01,00:02:04.170000,minor
687791,ci1053639,1990-03-01 00:02:08.970,"4km NNE of Claremont, CA",34.134,-117.709,3.842,3.11,149,nan,USA,1990-03-01,00:02:08.970000,minor
687792,ci140819,1990-03-01 00:03:21.200,"6km NNE of Claremont, CA",34.152,-117.702,7.362,3.19,157,nan,USA,1990-03-01,00:03:21.200000,minor
687793,ci1053640,1990-03-01 00:06:29.910,"5km NNE of Claremont, CA",34.138,-117.697,4.092,3.39,177,nan,USA,1990-03-01,00:06:29.910000,minor
687794,ci1053641,1990-03-01 00:11:10.770,"4km NNE of Claremont, CA",34.127,-117.708,3.892,3.28,166,nan,USA,1990-03-01,00:11:10.770000,minor
157,usp0004611,1990-03-01 00:25:37.020,"26 km S of Kunduz, Afghanistan",36.486,68.86,33.0,4.6,326,nan,AFG,1990-03-01,00:25:37.020000,light
522417,usp0004611,1990-03-01 00:25:37.020,"26 km S of Kunduz, Afghanistan",36.486,68.86,33.0,4.6,326,nan,PAK,1990-03-01,00:25:37.020000,light
687795,ci1053648,1990-03-01 00:34:57.150,"4km NNE of Claremont, CA",34.127,-117.701,3.172,4.03,250,nan,USA,1990-03-01,00:34:57.150000,light
687796,ci141721,1990-03-01 01:35:48.940,"4km N of Claremont, CA",34.131,-117.714,4.282,3.3,168,nan,USA,1990-03-01,01:35:48.940000,minor
687797,ci1053662,1990-03-01 01:39:56.870,"4km N of Claremont, CA",34.132,-117.716,8.372,3.68,208,nan,USA,1990-03-01,01:39:56.870000,minor
687798,ci676005,1990-03-01 01:41:43.700,"6km NNE of Claremont, CA",34.152,-117.706,9.002,3.11,149,nan,USA,1990-03-01,01:41:43.700000,minor
687799,ci141061,1990-03-01 01:41:47.380,"7km NNE of Claremont, CA",34.157,-117.695,5.225,3.24,162,nan,USA,1990-03-01,01:41:47.380000,minor
687800,ci141724,1990-03-01 02:00:22.570,"4km NNE of Claremont, CA",34.13,-117.697,3.222,3.05,143,nan,USA,1990-03-01,02:00:22.570000,minor
581988,usp000461e,1990-03-01 02:23:23.100,"97 km ENE of Petropavlovsk-Kamchatsky, Russia",53.34,160.03,27.1,5.8,518,nan,RUS,1990-03-01,02:23:23.100000,moderate
687801,ci1053677,1990-03-01 03:08:45.200,"4km NNE of Claremont, CA",34.131,-117.699,3.862,3.41,179,nan,USA,1990-03-01,03:08:45.200000,minor
687802,ci676027,1990-03-01 03:23:03.030,"6km N of Claremont, CA",34.153,-117.72,10.256,4.72,343,nan,USA,1990-03-01,03:23:03.030000,light
687803,ci1053680,1990-03-01 03:31:14.980,"6km N of Claremont, CA",34.149,-117.724,10.156,3.42,180,nan,USA,1990-03-01,03:31:14.980000,minor
251455,usp000461m,1990-03-01 03:57:07.520,"6 km N of Mándalo, Greece",40.918,22.217,8.9,3.6,199,nan,GRC,1990-03-01,03:57:07.520000,minor
454199,usp000461m,1990-03-01 03:57:07.520,"6 km N of Mándalo, Greece",40.918,22.217,8.9,3.6,199,nan,MKD,1990-03-01,03:57:07.520000,minor
220167,usp000461q,1990-03-01 04:28:50.510,"17 km ENE of Baláo, Ecuador",-2.825,-79.678,47.0,4.3,284,nan,COL,1990-03-01,04:28:50.510000,light
237148,usp000461q,1990-03-01 04:28:50.510,"17 km ENE of Baláo, Ecuador",-2.825,-79.678,47.0,4.3,284,nan,ECU,1990-03-01,04:28:50.510000,light
531997,usp000461q,1990-03-01 04:28:50.510,"17 km ENE of Baláo, Ecuador",-2.825,-79.678,47.0,4.3,284,nan,PER,1990-03-01,04:28:50.510000,light
124695,uw10252508,1990-03-01 05:39:39.820,"29 km NW of Leavenworth, Washington",47.7741667,-120.9568333,-0.331,3.1,148,nan,CAN,1990-03-01,05:39:39.820000,minor
687804,uw10252508,1990-03-01 05:39:39.820,"29 km NW of Leavenworth, Washington",47.7741667,-120.9568333,-0.331,3.1,148,nan,USA,1990-03-01,05:39:39.820000,minor
687805,ci1053704,1990-03-01 05:46:18.890,"4km N of Claremont, CA",34.135,-117.717,8.446,3.1,148,nan,USA,1990-03-01,05:46:18.890000,minor
687806,ci1053752,1990-03-01 12:11:20.800,"5km N of Claremont, CA",34.144,-117.71,10.262,3.08,146,nan,USA,1990-03-01,12:11:20.800000,minor
9834,usp0004620,1990-03-01 13:22:38.040,"2 km WSW of Asprángeloi, Greece",39.811,20.704,5.0,3.4,178,nan,ALB,1990-03-01,13:22:38.040000,minor
251456,usp0004620,1990-03-01 13:22:38.040,"2 km WSW of Asprángeloi, Greece",39.811,20.704,5.0,3.4,178,nan,GRC,1990-03-01,13:22:38.040000,minor
687807,nc158535,1990-03-01 14:43:53.970,"16 km SSE of Tres Pinos, California",36.6468333,-121.2616667,3.209,3.2,158,nan,USA,1990-03-01,14:43:53.970000,minor
291068,usp0004626,1990-03-01 16:06:00.840,"106 km NE of Ruteng, Indonesia",-7.892,121.112,39.3,5.6,482,nan,IDN,1990-03-01,16:06:00.840000,moderate
178921,usp0004629,1990-03-01 18:47:26.790,"87 km SSW of Rikaze, China",28.503,88.599,33.0,4.3,284,nan,CHN,1990-03-01,18:47:26.790000,light
351607,usp0004629,1990-03-01 18:47:26.790,"87 km SSW of Rikaze, China",28.503,88.599,33.0,4.3,284,nan,IND,1990-03-01,18:47:26.790000,light
687808,ci1053824,1990-03-01 20:32:14.170,"4km NNE of Claremont, CA",34.127,-117.702,3.622,3.3,168,nan,USA,1990-03-01,20:32:14.170000,minor
687809,ci1053826,1990-03-01 20:55:30.590,"4km NNE of Claremont, CA",34.131,-117.703,3.982,3.34,172,nan,USA,1990-03-01,20:55:30.590000,minor
240156,usp000462e,1990-03-01 21:27:31.310,"9 km WNW of Hellín, Spain",38.553,-1.789,10.0,3.3,168,nan,ESP,1990-03-01,21:27:31.310000,minor
687810,usp000462f,1990-03-01 21:29:06.600,"29 km ENE of Bridgeport, California",38.363,-118.92,9.0,3.8,222,nan,USA,1990-03-01,21:29:06.600000,minor
178922,usp000462g,1990-03-01 21:40:58.940,"16 km SE of Nishinoomote, Japan",30.614,131.099,57.5,5.3,432,nan,CHN,1990-03-01,21:40:58.940000,moderate
381090,usp000462g,1990-03-01 21:40:58.940,"16 km SE of Nishinoomote, Japan",30.614,131.099,57.5,5.3,432,nan,JPN,1990-03-01,21:40:58.940000,moderate
464108,usp000462h,1990-03-01 22:56:42.410,"33 km W of Chipoka, Malawi",-14.004,34.209,10.0,4.9,369,nan,MOZ,1990-03-01,22:56:42.410000,light
464540,usp000462h,1990-03-01 22:56:42.410,"33 km W of Chipoka, Malawi",-14.004,34.209,10.0,4.9,369,nan,MWI,1990-03-01,22:56:42.410000,light
643274,usp000462j,1990-03-01 22:59:26.980,"78 km WNW of Hihifo, Tonga",-15.71,-174.485,33.0,5.2,416,nan,TON,1990-03-01,22:59:26.980000,moderate
687811,ci1053840,1990-03-01 23:27:09.020,"7km NNE of Claremont, CA",34.152,-117.693,5.986,3.17,155,nan,USA,1990-03-01,23:27:09.020000,minor
687812,ci676179,1990-03-02 00:00:12.240,"7km NNE of Claremont, CA",34.156,-117.704,8.646,3.29,167,nan,USA,1990-03-02,00:00:12.240000,minor
622519,usp000462p,1990-03-02 01:36:26.370,Norwegian Sea,72.527,3.007,10.0,4.6,326,nan,SJM,1990-03-02,01:36:26.370000,light
470242,usp000462q,1990-03-02 02:22:53.210,north of New Zealand,-32.235,175.846,33.0,3.8,222,nan,NZL,1990-03-02,02:22:53.210000,minor
291069,usp000462s,1990-03-02 03:04:00.680,"173 km S of Tondano, Indonesia",-0.243,125.151,80.0,4.6,326,nan,IDN,1990-03-02,03:04:00.680000,light
574740,usp000462t,1990-03-02 03:15:36.200,"4 km ESE of Szlichtyngowa, Poland",51.695,16.308,10.0,3.9,234,nan,POL,1990-03-02,03:15:36.200000,minor
124696,usp000462v,1990-03-02 04:15:27.000,"7 km N of Manderson-White Horse Creek, South Dakota",43.3,-102.5,5.0,3.2,158,nan,CAN,1990-03-02,04:15:27,minor
687813,usp000462v,1990-03-02 04:15:27.000,"7 km N of Manderson-White Horse Creek, South Dakota",43.3,-102.5,5.0,3.2,158,nan,USA,1990-03-02,04:15:27,minor
623921,usp000462x,1990-03-02 05:26:17.890,"80 km SSE of Panguna, Papua New Guinea",-6.986,155.769,285.7,4.6,326,nan,SLB,1990-03-02,05:26:17.890000,light
687814,nm603638,1990-03-02 07:01:48.070,"9 km NW of Vernon, Illinois",38.851,-89.17,0.1,3.4,178,nan,USA,1990-03-02,07:01:48.070000,minor
643275,usp0004630,1990-03-02 07:35:36.830,"212 km E of Levuka, Fiji",-18.021,-178.674,620.0,5.0,385,nan,TON,1990-03-02,07:35:36.830000,moderate
233626,usp0004631,1990-03-02 07:48:17.330,"28 km WSW of Karkira, Algeria",36.796,6.312,10.0,3.6,199,nan,DZA,1990-03-02,07:48:17.330000,minor
470243,usp0004632,1990-03-02 08:11:32.000,south of the Kermadec Islands,-32.837,178.626,49.0,5.0,385,nan,NZL,1990-03-02,08:11:32,moderate
291070,usp0004634,1990-03-02 09:52:19.000,"144 km SSW of Pagar Alam, Indonesia",-5.267,102.85,33.0,4.8,354,nan,IDN,1990-03-02,09:52:19,light
178923,usp0004638,1990-03-02 11:31:41.410,"45 km S of Basco, Philippines",20.039,122.014,31.6,4.1,259,nan,CHN,1990-03-02,11:31:41.410000,light
542278,usp0004638,1990-03-02 11:31:41.410,"45 km S of Basco, Philippines",20.039,122.014,31.6,4.1,259,nan,PHL,1990-03-02,11:31:41.410000,light
677857,usp0004638,1990-03-02 11:31:41.410,"45 km S of Basco, Philippines",20.039,122.014,31.6,4.1,259,nan,TWN,1990-03-02,11:31:41.410000,light
664714,usp000463d,1990-03-02 13:26:00.700,"48 km NW of Petit Valley, Trinidad and Tobago",11.019,-61.848,33.0,3.1,148,nan,TTO,1990-03-02,13:26:00.700000,minor
720629,usp000463d,1990-03-02 13:26:00.700,"48 km NW of Petit Valley, Trinidad and Tobago",11.019,-61.848,33.0,3.1,148,nan,VEN,1990-03-02,13:26:00.700000,minor
381091,usp000463e,1990-03-02 15:07:29.630,"1 km N of Ishige, Japan",36.133,139.964,68.0,4.9,369,nan,JPN,1990-03-02,15:07:29.630000,light
134502,usp000463f,1990-03-02 16:20:34.190,"3 km NNW of Ayent, Switzerland",46.311,7.386,10.0,3.0,138,nan,CHE,1990-03-02,16:20:34.190000,minor
246781,usp000463f,1990-03-02 16:20:34.190,"3 km NNW of Ayent, Switzerland",46.311,7.386,10.0,3.0,138,nan,FRA,1990-03-02,16:20:34.190000,minor
374275,usp000463f,1990-03-02 16:20:34.190,"3 km NNW of Ayent, Switzerland",46.311,7.386,10.0,3.0,138,nan,ITA,1990-03-02,16:20:34.190000,minor
687815,ci1053953,1990-03-02 17:26:25.480,"6km NNE of Claremont, CA",34.145,-117.695,4.412,4.47,307,nan,USA,1990-03-02,17:26:25.480000,light
251457,usp000463k,1990-03-02 18:08:35.150,"9 km SSW of Skópelos, Greece",39.045,23.667,23.5,4.4,298,nan,GRC,1990-03-02,18:08:35.150000,light
251458,usp000463m,1990-03-02 18:43:15.380,"9 km SE of Skiáthos, Greece",39.1,23.566,10.0,3.0,138,nan,GRC,1990-03-02,18:43:15.380000,minor
643276,usp000463p,1990-03-02 22:06:25.250,"107 km SE of ‘Ohonua, Tonga",-21.934,-174.135,33.0,5.2,416,nan,TON,1990-03-02,22:06:25.250000,moderate
251459,usp000463q,1990-03-02 22:52:04.710,"35 km SW of Kamariótissa, Greece",40.219,25.22,10.0,3.3,168,nan,GRC,1990-03-02,22:52:04.710000,minor
557877,usp000463s,1990-03-02 23:31:39.480,"142 km SW of Kokopo, Papua New Guinea",-5.284,151.395,33.0,4.4,298,nan,PNG,1990-03-02,23:31:39.480000,light
381092,usp000463t,1990-03-02 23:37:04.020,east of the Kuril Islands,45.045,152.528,33.0,4.7,340,nan,JPN,1990-03-02,23:37:04.020000,light
581989,usp000463t,1990-03-02 23:37:04.020,east of the Kuril Islands,45.045,152.528,33.0,4.7,340,nan,RUS,1990-03-02,23:37:04.020000,light
251460,usp000463w,1990-03-03 01:36:06.980,"88 km SSW of Methóni, Greece",36.053,21.444,33.0,3.4,178,nan,GRC,1990-03-03,01:36:06.980000,minor
251461,usp000463x,1990-03-03 02:00:34.010,"27 km NW of Fry, Greece",35.622,26.746,10.0,3.5,188,nan,GRC,1990-03-03,02:00:34.010000,minor
623922,usp000463y,1990-03-03 02:25:39.010,"62 km SW of Buala, Solomon Islands",-8.484,159.138,105.9,5.0,385,nan,SLB,1990-03-03,02:25:39.010000,moderate
251462,usp0004640,1990-03-03 04:42:31.050,"56 km W of Palaióchora, Greece",35.293,23.063,68.3,3.6,199,nan,GRC,1990-03-03,04:42:31.050000,minor
557878,usp0004641,1990-03-03 04:59:46.760,"126 km ENE of Kimbe, Papua New Guinea",-5.174,151.217,32.9,4.5,312,nan,PNG,1990-03-03,04:59:46.760000,light
381093,usp0004642,1990-03-03 05:11:33.720,"292 km SSE of Shimoda, Japan",32.097,139.619,142.5,5.2,416,nan,JPN,1990-03-03,05:11:33.720000,moderate
178924,usp0004643,1990-03-03 06:22:29.380,"66 km NW of Wuhai, China",40.158,106.339,33.0,3.9,234,nan,CHN,1990-03-03,06:22:29.380000,minor
381094,usp0004644,1990-03-03 06:25:22.590,Mariana Islands region,20.557,143.842,68.4,4.9,369,nan,JPN,1990-03-03,06:25:22.590000,light
736307,usp0004645,1990-03-03 07:29:17.240,"5 km E of Orkney, South Africa",-26.988,26.732,5.0,3.6,199,nan,ZAF,1990-03-03,07:29:17.240000,minor
251463,usp0004646,1990-03-03 07:40:55.070,"38 km NNE of Mýrina, Greece",40.205,25.188,10.0,3.1,148,nan,GRC,1990-03-03,07:40:55.070000,minor
