,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
413523,usb000shjb,2014-10-01 00:29:19.110,"Bonin Islands, Japan region",28.306,139.3424,509.97,4.2,271,nan,JPN,2014-10-01,00:29:19.110000,light
707417,usb000shje,2014-10-01 00:33:29.260,"9 km SSW of Galesburg, Kansas",37.3919,-95.3825,9.22,3.0,159,nan,USA,2014-10-01,00:33:29.260000,minor
207549,usb000shjw,2014-10-01 01:23:29.420,"76 km NE of Xichang, China",28.3998,102.7906,9.32,5.1,401,nan,CHN,2014-10-01,01:23:29.420000,moderate
131230,usb000shk9,2014-10-01 02:34:57.760,"19 km SSE of Hoback, Wyoming",43.1121,-110.7163,1.85,3.5,189,nan,CAN,2014-10-01,02:34:57.760000,minor
707418,usb000shk9,2014-10-01 02:34:57.760,"19 km SSE of Hoback, Wyoming",43.1121,-110.7163,1.85,3.5,189,nan,USA,2014-10-01,02:34:57.760000,minor
606804,usb000shkb,2014-10-01 02:41:01.480,Sea of Okhotsk,52.1881,151.7961,548.56,4.8,354,nan,RUS,2014-10-01,02:41:01.480000,light
283257,usb000skr1,2014-10-01 02:44:47.560,"125 km S of Akureyri, Iceland",64.5609,-17.7804,7.94,4.6,326,nan,GRL,2014-10-01,02:44:47.560000,light
373363,usb000skr1,2014-10-01 02:44:47.560,"125 km S of Akureyri, Iceland",64.5609,-17.7804,7.94,4.6,326,nan,ISL,2014-10-01,02:44:47.560000,light
655667,usb000skr7,2014-10-01 02:56:49.830,south of the Fiji Islands,-23.595,-177.0534,118.83,4.4,298,nan,TON,2014-10-01,02:56:49.830000,light
640116,usb000shkt,2014-10-01 03:12:53.810,"14 km S of Rasht, Tajikistan",38.8967,70.3599,9.57,4.4,298,nan,TJK,2014-10-01,03:12:53.810000,light
719593,usb000shkt,2014-10-01 03:12:53.810,"14 km S of Rasht, Tajikistan",38.8967,70.3599,9.57,4.4,298,nan,UZB,2014-10-01,03:12:53.810000,light
569547,usb000shl1,2014-10-01 03:36:45.210,"24 km E of Kandrian, Papua New Guinea",-6.2355,149.7658,68.24,4.3,284,nan,PNG,2014-10-01,03:36:45.210000,light
569548,usb000shl2,2014-10-01 03:38:51.760,"15 km N of Kandrian, Papua New Guinea",-6.0706,149.5329,42.0,6.0,554,green,PNG,2014-10-01,03:38:51.760000,strong
413524,usb000skr2,2014-10-01 04:12:59.730,"Izu Islands, Japan region",31.9327,141.8633,24.84,4.2,271,nan,JPN,2014-10-01,04:12:59.730000,light
84423,usb000shln,2014-10-01 06:08:32.650,"26 km S of Chulumani, Bolivia",-16.6493,-67.5513,16.67,4.9,373,nan,BOL,2014-10-01,06:08:32.650000,light
