,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
508995,usc000mf39,2014-02-01 00:41:25.110,"92 km NNE of Amberley, New Zealand",-42.3694,173.099,12.038,4.3,284,nan,NZL,2014-02-01,00:41:25.110000,light
329830,usc000mqmg,2014-02-01 00:45:43.100,"156 km NNE of Ruteng, Indonesia",-7.307,121.0196,536.98,4.2,271,nan,IDN,2014-02-01,00:45:43.100000,light
412633,usc000mqmh,2014-02-01 00:49:59.590,"65 km ENE of Misawa, Japan",40.9645,142.0698,77.21,4.3,284,nan,JPN,2014-02-01,00:49:59.590000,light
706648,ci11419778,2014-02-01 01:25:17.720,"21km SSW of Carpinteria, CA",34.216,-119.5676667,12.805,3.13,156,nan,USA,2014-02-01,01:25:17.720000,minor
329831,usc000mf4f,2014-02-01 02:43:35.840,"141 km NW of Ternate, Indonesia",1.5925,126.3896,34.4,4.8,354,nan,IDN,2014-02-01,02:43:35.840000,light
620380,usc000mf4j,2014-02-01 03:58:43.990,South Sandwich Islands region,-56.8269,-27.3391,129.97,6.1,572,green,SGS,2014-02-01,03:58:43.990000,strong
329832,usc000mqmm,2014-02-01 04:47:32.890,"265 km SW of Sungai Penuh, Indonesia",-3.835,99.7934,30.69,4.2,271,nan,IDN,2014-02-01,04:47:32.890000,light
206683,usc000mf5w,2014-02-01 05:40:52.860,"105 km NW of Binabalian, Philippines",17.1357,119.2727,22.46,4.5,312,nan,CHN,2014-02-01,05:40:52.860000,light
551983,usc000mf5w,2014-02-01 05:40:52.860,"105 km NW of Binabalian, Philippines",17.1357,119.2727,22.46,4.5,312,nan,PHL,2014-02-01,05:40:52.860000,light
683033,usc000mf5w,2014-02-01 05:40:52.860,"105 km NW of Binabalian, Philippines",17.1357,119.2727,22.46,4.5,312,nan,TWN,2014-02-01,05:40:52.860000,light
206684,usc000mf60,2014-02-01 05:57:30.020,"119 km NW of Binabalian, Philippines",17.2719,119.234,29.88,4.5,312,nan,CHN,2014-02-01,05:57:30.020000,light
551984,usc000mf60,2014-02-01 05:57:30.020,"119 km NW of Binabalian, Philippines",17.2719,119.234,29.88,4.5,312,nan,PHL,2014-02-01,05:57:30.020000,light
683034,usc000mf60,2014-02-01 05:57:30.020,"119 km NW of Binabalian, Philippines",17.2719,119.234,29.88,4.5,312,nan,TWN,2014-02-01,05:57:30.020000,light
329833,usc000mqny,2014-02-01 06:28:59.140,"55 km SSW of Amahai, Indonesia",-3.802,128.73,147.9,4.0,246,nan,IDN,2014-02-01,06:28:59.140000,light
70108,usc000mf6b,2014-02-01 06:31:18.700,"67 km W of Lata, Solomon Islands",-10.6383,165.1865,45.65,4.8,354,nan,AUS,2014-02-01,06:31:18.700000,light
630197,usc000mf6b,2014-02-01 06:31:18.700,"67 km W of Lata, Solomon Islands",-10.6383,165.1865,45.65,4.8,354,nan,SLB,2014-02-01,06:31:18.700000,light
449492,usc000n49v,2014-02-01 07:15:41.510,"Guerrero-Oaxaca border region, Mexico",16.4734,-98.4285,22.82,4.1,259,nan,MEX,2014-02-01,07:15:41.510000,light
206685,usc000mqmr,2014-02-01 07:21:51.150,"101 km NW of Binabalian, Philippines",17.1535,119.3624,7.04,4.4,298,nan,CHN,2014-02-01,07:21:51.150000,light
551985,usc000mqmr,2014-02-01 07:21:51.150,"101 km NW of Binabalian, Philippines",17.1535,119.3624,7.04,4.4,298,nan,PHL,2014-02-01,07:21:51.150000,light
683035,usc000mqmr,2014-02-01 07:21:51.150,"101 km NW of Binabalian, Philippines",17.1535,119.3624,7.04,4.4,298,nan,TWN,2014-02-01,07:21:51.150000,light
49008,usc000mqmp,2014-02-01 07:22:59.580,South Sandwich Islands region,-61.0224,-26.7529,14.8,4.4,298,nan,ATA,2014-02-01,07:22:59.580000,light
206686,usc000mqmq,2014-02-01 07:23:07.930,"103 km NW of Binabalian, Philippines",17.1975,119.3893,16.15,4.4,298,nan,CHN,2014-02-01,07:23:07.930000,light
551986,usc000mqmq,2014-02-01 07:23:07.930,"103 km NW of Binabalian, Philippines",17.1975,119.3893,16.15,4.4,298,nan,PHL,2014-02-01,07:23:07.930000,light
683036,usc000mqmq,2014-02-01 07:23:07.930,"103 km NW of Binabalian, Philippines",17.1975,119.3893,16.15,4.4,298,nan,TWN,2014-02-01,07:23:07.930000,light
654990,usc000mqmt,2014-02-01 07:33:51.300,Fiji region,-20.4543,-178.3613,588.76,4.1,259,nan,TON,2014-02-01,07:33:51.300000,light
279804,usc000mf6v,2014-02-01 08:14:03.180,"7 km N of Eláteia, Greece",38.698,22.7475,18.2,4.7,341,nan,GRC,2014-02-01,08:14:03.180000,light
640041,usc000mf6y,2014-02-01 08:31:23.040,"21 km SE of Rasht, Tajikistan",38.877,70.5255,45.57,4.5,312,nan,TJK,2014-02-01,08:31:23.040000,light
719550,usc000mf6y,2014-02-01 08:31:23.040,"21 km SE of Rasht, Tajikistan",38.877,70.5255,45.57,4.5,312,nan,UZB,2014-02-01,08:31:23.040000,light
706649,usc000mf70,2014-02-01 09:08:02.300,"6 km NNW of Agra, Oklahoma",35.9505,-96.9074,5.0,3.6,215,nan,USA,2014-02-01,09:08:02.300000,minor
70109,usc000mqmv,2014-02-01 10:27:54.980,"12 km SW of Malango, Solomon Islands",-9.7819,159.6496,30.68,4.5,312,nan,AUS,2014-02-01,10:27:54.980000,light
630198,usc000mqmv,2014-02-01 10:27:54.980,"12 km SW of Malango, Solomon Islands",-9.7819,159.6496,30.68,4.5,312,nan,SLB,2014-02-01,10:27:54.980000,light
412634,usc000mqn4,2014-02-01 11:07:35.570,"41 km E of Hasaki, Japan",35.7576,141.2936,42.19,4.1,259,nan,JPN,2014-02-01,11:07:35.570000,light
329834,usc000mf86,2014-02-01 11:35:10.750,"24 km SSE of Kota Belud, Malaysia",6.1586,116.5453,17.28,4.6,326,nan,IDN,2014-02-01,11:35:10.750000,light
465062,usc000mf86,2014-02-01 11:35:10.750,"24 km SSE of Kota Belud, Malaysia",6.1586,116.5453,17.28,4.6,326,nan,MYS,2014-02-01,11:35:10.750000,light
