,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,country,date,timestamp,level
305993,usp000bb17,2002-09-01 00:15:55.270,"54 km ENE of Pototano, Indonesia",-8.161,117.909,33.0,4.7,340,nan,IDN,2002-09-01,00:15:55.270000,light
305994,usp000bb1a,2002-09-01 01:00:07.480,"113 km ENE of Amahai, Indonesia",-3.134,129.918,33.0,4.4,298,nan,IDN,2002-09-01,01:00:07.480000,light
263367,usp000bb1b,2002-09-01 02:39:38.200,"29 km NE of Patitírion, Greece",39.35,24.09,22.0,3.8,222,nan,GRC,2002-09-01,02:39:38.200000,minor
487712,usp000bb1d,2002-09-01 03:06:50.820,"Kermadec Islands, New Zealand",-30.568,-178.451,33.0,4.7,340,nan,NZL,2002-09-01,03:06:50.820000,light
190421,usp000bb1e,2002-09-01 03:07:56.790,"121 km ENE of Port Blair, India",12.201,93.719,153.1,4.6,326,nan,CHN,2002-09-01,03:07:56.790000,light
354527,usp000bb1e,2002-09-01 03:07:56.790,"121 km ENE of Port Blair, India",12.201,93.719,153.1,4.6,326,nan,IND,2002-09-01,03:07:56.790000,light
455989,usp000bb1e,2002-09-01 03:07:56.790,"121 km ENE of Port Blair, India",12.201,93.719,153.1,4.6,326,nan,MMR,2002-09-01,03:07:56.790000,light
263368,usp000bb1h,2002-09-01 03:22:19.300,"6 km NNE of Makrakómi, Greece",38.99,22.15,19.0,3.8,222,nan,GRC,2002-09-01,03:22:19.300000,minor
438629,usp000bb1j,2002-09-01 03:27:11.700,"8 km SE of San Marcos Zacatepec, Mexico",16.1,-97.294,3.6,3.9,234,nan,MEX,2002-09-01,03:27:11.700000,minor
190422,usp000bb1q,2002-09-01 05:19:13.220,"54 km SSW of Slyudyanka, Russia",51.243,103.299,16.8,4.4,298,nan,CHN,2002-09-01,05:19:13.220000,light
460280,usp000bb1q,2002-09-01 05:19:13.220,"54 km SSW of Slyudyanka, Russia",51.243,103.299,16.8,4.4,298,nan,MNG,2002-09-01,05:19:13.220000,light
592926,usp000bb1q,2002-09-01 05:19:13.220,"54 km SSW of Slyudyanka, Russia",51.243,103.299,16.8,4.4,298,nan,RUS,2002-09-01,05:19:13.220000,light
